trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-8303.46294899513	-7800.19240397865	-503.270545016477	0.22292433476346	0.372000093156867	0.163008869789985	0.242066702289691	0.238604898014961	0.424046985456698	0.133332207582085	0.204015908946263	0.21664005072205	0.599945840415966	0.118829978109823	0.0645841307521583	1.97019203606771	4.44996661820817	2.56003742974211	2.44894207483223	0.318853299360428	0.239104349973225	0.00479296367572381	19.0815614396377	83.0029991321464	482.405087568988	-5488.79742114153	-1275.75829226922	-1035.6366905679
stderr.of.mean	0.277075306726959	0.205184307712818	0.157197494797744	0.000296011579789303	0.000344898835019023	0.000248015256156935	0.000289795748742592	0.000565909252551778	0.000654304799351217	0.000416633080142714	0.000515623631939223	0.000561768180630915	0.000676777972655046	0.000397851762792168	0.000285626140562398	0.00334801572796821	0.0182779201046439	0.0107375126893872	0.000773976647996228	0.000608807961381034	0.000533003291149301	4.78491508266355e-06	0.0450424957540261	0.124918345004903	0.417009151924198	0.185578291921989	0.0814963254119863	0.0749096991609752
stdev	10.5693389911898	8.53509879920002	5.49920003950403	0.0115331064347588	0.0136622373883677	0.0105223945441505	0.0117238636306718	0.0233155740804064	0.026626246813955	0.0176762418463174	0.0202265796072208	0.0222789304816831	0.0263885646581653	0.0168794181577928	0.0118056373083109	0.135413306015847	0.772424242865699	0.454061797431075	0.0328370431092439	0.0258295302899337	0.0222193113713276	0.000188611761716321	1.8427141651007	5.29983571297797	16.2637913148772	7.87341890450926	3.45303934251792	3.09907481368945
variance	111.710926710684	72.8479115121056	30.2412010744812	0.000133012544035474	0.000186656730456113	0.000110720786942769	0.000137448978430588	0.000543615994698919	0.000708957019397651	0.000312449525809501	0.00040911452260724	0.00049635074340767	0.000696356344718171	0.000284914757345624	0.000139373072255383	0.0183367634461413	0.596639210966649	0.206172115886339	0.00107827140015834	0.0006671646349986	0.000493697797816009	3.55743966577343e-08	3.39559549426279	28.0882585845567	264.510907933875	61.9907252458839	11.9234807009766	9.60426470084427
median	-8303.0559952619	-7799.82879177114	-503.251941114459	0.222441362592192	0.372260130046525	0.162637486633367	0.24201307669025	0.238146984023342	0.424026474411857	0.132807679736907	0.203175939194307	0.216074138432262	0.599441384757596	0.118480240536634	0.0642541561345167	1.96348247654932	4.37263437214092	2.5156902551706	2.44950860407601	0.318071103037046	0.238285058600367	0.00479157637228879	18.9729262765868	82.6287087664229	481.481870988573	-5488.53792862752	-1275.41089024202	-1035.455866913
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.222627577850824	0.371748805916863	0.162670271478741	0.241783142523079	0.237457167627575	0.423208505000901	0.132159253393071	0.203011693076723	0.215496139471562	0.599364009900708	0.117622547495153	0.0634991231116812	1.96556170915853	4.38485016372701	2.5208627575255	2.44872195829003	0.317802797463545	0.238074816003673	0.00478925349233698	18.9935177568849	82.8362627216464	482.132418185593	NaN	NaN	NaN
HPD95.lower	-8324.66686779351	-7816.2409131601	-513.2412454486	0.202867368380803	0.343189305300832	0.144584844506958	0.219975478250813	0.194116448277094	0.374797765729956	0.0969350676227483	0.165567130130822	0.173172256802143	0.548208642799368	0.0859384581741153	0.0425860800161314	1.68774819570291	3.14776907722915	1.7140819709439	2.38842029165294	0.266910460165395	0.192757107357083	0.0044236645411769	15.7815283905021	73.387018818852	452.264243690628	-5504.20214279988	-1282.60366142624	-1041.69238957118
HPD95.upper	-8284.43593207203	-7783.26208394856	-492.223097438719	0.248248885172657	0.396045509105726	0.185521903463806	0.264589748822266	0.285141795569015	0.478722409381592	0.166093949693285	0.244079175891569	0.25850528945804	0.650657073335365	0.151661661847916	0.0889785826152367	2.22280710841008	6.16594239412121	3.43667715206115	2.5145272655952	0.366493911051844	0.281098525506657	0.0051391888392775	23.0989601817252	93.3144837856049	513.751411769694	-5473.48769412632	-1269.51730960817	-1029.43801062427
ACT	24740.1516565324	20805.2791836163	29416.7420330457	23715.2205649744	22942.5753795233	20000	21996.0587339849	21208.1960621288	21739.1556297857	20000	23395.002597876	22889.0602867152	23678.9946837167	20000	21072.6617718596	22006.686838083	20157.846061024	20131.6707464594	20000	20000	20715.7641581452	23169.3202860314	21509.5493076079	20000	23667.3674333597	20000	20052.8159690755	21033.6358862135
