trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-4554.66938637688	-4327.73663557548	-226.932750801401	0.122318066692266	0.185536842297704	0.394966434085179	0.297178656924851	0.184173033852764	0.0202483248359533	0.0998088817145753	0.695769759596704	0.122586373181151	0.463718690122795	0.156666928554467	0.257028008141589	3.25853539078875	1.95973553644733	2.16075863771014	0.495246270608708	1.19834098246831	1.30400915773541	0.00656694919140954	2.220940158083	46.6837707600917	136.358790674044	-963.780682048893	-1531.60973630513	-1832.34621722145
stderr.of.mean	0.306024739901385	0.194173100636399	0.235560389047977	0.000413662536561181	0.000493400454850503	0.000679145410547839	0.000616839047842211	0.000407855602419248	0.000115965017998352	0.000295726805412034	0.000514052755520392	0.000380429656270963	0.000563295455558565	0.000408210140471819	0.000486983851209313	0.0153477162761283	0.00796490043368887	0.00833409458716594	0.00114694312661274	0.00154761686794246	0.00154093871219274	8.81947274531695e-06	0.00616526880261283	0.0112137831209888	0.11203577473669	0.0862477848215684	0.120889505858024	0.151505057274629
stdev	11.5691103913634	8.03930585156467	8.16198130226472	0.0175502123751476	0.0209332052174854	0.028813695066047	0.0261539809094918	0.0173038450625874	0.0049199782771672	0.0120612614305082	0.021257997700157	0.0152885806868208	0.0238985984981654	0.0173188868359358	0.0198826241173428	0.651148354788766	0.332459035842048	0.29357499259199	0.0486606682384262	0.0654579373505839	0.064760606175621	0.000349970983092997	0.24838575451831	0.475760451836547	3.940462389574	3.55117639424121	4.85090064672418	6.17492250061772
variance	133.844315247553	64.6304385750019	66.617938778519	0.000308009954412784	0.000438199080677357	0.000830229023359142	0.00068403071741406	0.00029942305395003	2.42061862477971e-05	0.000145474027295064	0.00045190246621988	0.000233740699417431	0.000571143010176515	0.000299943841235952	0.00039531874179154	0.423994179944116	0.110529010513024	0.0861862762753869	0.00236786063341018	0.00428474156219296	0.00419393611223388	1.22479689007079e-07	0.06169548304763	0.226348007531715	15.5272438436472	12.610853783016	23.531237084389	38.1296678886349
median	-4554.33415830567	-4327.69425210175	-226.970428648191	0.121622325634045	0.185016756368347	0.393376666617717	0.296752165260144	0.184155437568206	0.0199925427391889	0.099098488702572	0.696052792557464	0.121594808207372	0.464083019998604	0.15547166120026	0.256567490611271	3.1869769765826	1.93921733308983	2.13804264471302	0.495721829248139	1.19688504291161	1.30479112235155	0.00656284465385641	2.20667206068594	46.6006987507886	136.182085494288	-963.72881021157	-1531.28576425825	-1832.24966651133
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.121068428525764	0.184357907740257	0.39391783935469	0.296023390358913	0.183360877485683	0.0196464810388074	0.0990815634282529	0.695443954750933	0.121629237540897	0.463100857628682	0.155716817933566	0.256256752538807	3.1953786976636	1.93183299958293	2.14102668665112	0.492847321149376	1.19654836812931	1.30240054089027	0.00655761767133147	2.20729666756644	46.6813619952932	136.301997560225	NaN	NaN	NaN
HPD95.lower	-4577.52284799953	-4343.03972133026	-243.03739068842	0.0877447613490455	0.143485790087951	0.339210277703399	0.248502276835606	0.151655562774089	0.011513102128797	0.0780408166122741	0.653617296949599	0.0960820634818275	0.415850956261413	0.123548333772758	0.217894492919103	2.06792654422044	1.3713331449597	1.61724183246176	0.393901244184703	1.08077752081024	1.17800454833451	0.00581723521427151	1.7661773662037	46.0009340048973	129.066862329652	-971.337499437298	-1542.01869342424	-1844.546149725
HPD95.upper	-4532.54062184864	-4312.29340718426	-211.360963254968	0.15523299268406	0.224664653646421	0.451206684157945	0.348218261678328	0.21861817572874	0.0299224544756739	0.124531891335036	0.737005356163265	0.154768681260032	0.507722308350538	0.191451984688812	0.294311948481814	4.50622589636849	2.67951530041444	2.74561667315043	0.583888782162369	1.33976125576829	1.42714795315348	0.00723042436877971	2.70792841765198	47.5905179345172	144.430073472411	-957.499049499795	-1523.42498644576	-1820.71063789257
ACT	25189.2659373515	21001.1653856816	29985.8042453677	20000	20000	20000	20024.9056329749	20000	20000	21642.0446359867	21051.0148792803	22290.3433002763	20000	20000	21596.5352274069	20000	20662.6865253152	29012.2292025509	20000	20123.5521568513	20382.2107584884	22862.4904311725	22179.565322622	20000	29101.906212973	21235.0738399049	22358.0957639379	21671.7311318798
