trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-8996.83399133196	-8698.73448601447	-298.099505317487	0.0634363182462721	0.336656480087759	0.316711905111684	0.283195296554284	0.122177819358921	0.168695556491728	0.379359332615766	0.329767291533585	0.371255309372105	0.148901965823223	0.198503564373685	0.281339160430986	3.51656162091072	2.00125576822825	3.44200208670531	1.64414088040465	0.273756200850856	1.08517025627024	0.0126320153081099	3.90519046332047	55.6105097021875	193.996232761974	-4213.62098188632	-1232.91492698999	-3252.19857713815
stderr.of.mean	0.252841129193036	0.197866345521693	0.209209794747562	0.000165755445938224	0.000370500257159973	0.000437434676622203	0.000348585844814977	0.000387326855778835	0.000608336446027272	0.00062502669743714	0.000599704918708908	0.000420890029838484	0.000305558799794524	0.000325184145973599	0.000402202529496536	0.00640019543915473	0.00793444149435501	0.00812755451929513	0.000967721266423783	0.000513940331783615	0.00092837973501661	1.71578469299457e-05	0.00994414774779006	0.0314813802362828	0.211487447653384	0.158314120910231	0.0791530557256895	0.147827155232475
stdev	9.91199499735771	8.3947567857319	5.73627478400309	0.00655653393340587	0.0153689115716734	0.0176963157812534	0.0141119008736735	0.0164328842394732	0.0191783999626666	0.0265176328785978	0.0249995169368985	0.0178568488982688	0.0126089587179254	0.0137348051079267	0.0168011670345599	0.271537253852825	0.336629791186127	0.312394189330644	0.041056929851254	0.0218046382588534	0.0393878102904177	0.000484370608716695	0.391088501904418	1.23613859502342	5.17562959900832	6.71669827066494	3.13445179462339	6.19323111195358
variance	98.2476448276444	70.4719414915918	32.9048483975897	4.29881372199026e-05	0.000236203442897917	0.000313159592229839	0.000199145746268388	0.000270039684427927	0.000367811025128011	0.000703184853484091	0.000624975847078275	0.000318867052575605	0.000158985839950347	0.000188644871352731	0.000282279213723181	0.0737324802299333	0.113319616314016	0.09759012952755	0.00168567148881079	0.000475442249599453	0.00155139959947394	2.34614886588582e-07	0.152950216321842	1.52803862610648	26.787141746131	45.1140356591534	9.82478805281778	38.3561116060697
median	-8996.42375078263	-8698.46901448045	-298.095696079979	0.0632424930970624	0.336506508518425	0.316464475254268	0.282843605520436	0.121696487757256	0.16796063864094	0.379413434988151	0.32867744447397	0.371022212490588	0.149147960469002	0.198024989334814	0.28173650237742	3.50207441004063	1.97646157219954	3.42497306687352	1.64475119953619	0.27301373653885	1.08474824035973	0.01262046393765	3.87594469323393	55.5268620659367	193.919002739813	-4213.24191692288	-1232.82534415349	-3251.93633888634
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.0630959446767693	0.336305881145234	0.316215433736857	0.282843852889959	0.121073663484142	0.167604830435869	0.378433528803885	0.328819744781045	0.370824846294567	0.148366277675122	0.198029620527832	0.280836416384072	3.50615518829223	1.97373530797057	3.42797228766081	1.64362806232893	0.272885673243256	1.08445540922809	0.01262274489859	3.88596622274344	55.5968303194777	193.927245447153	NaN	NaN	NaN
HPD95.lower	-9015.99111449006	-8715.27319704778	-309.324891658038	0.0509173451310671	0.308409950928868	0.281350993435316	0.255997619167774	0.0897375550850956	0.133542951606684	0.326401727481788	0.28288462998169	0.333608481044343	0.125298393311608	0.171412111702068	0.248882977302973	3.02825584422996	1.34964979787897	2.83370211301279	1.56440010723729	0.232036139616314	1.01114609921346	0.01174321694347	3.15906009310099	53.3197764558184	184.08806611242	-4226.3650260099	-1239.10063680653	-3264.07664163147
HPD95.upper	-8977.44408081839	-8681.87466562546	-287.21992301603	0.0761387497901458	0.36682208859953	0.350965847245344	0.310888018834772	0.153279249911622	0.207238339421887	0.428860659611322	0.380594260080233	0.403830918965471	0.173985562167849	0.224039895800894	0.315623588698081	4.06046018377441	2.64647353155996	4.04636171661942	1.72170769135668	0.315307675767612	1.16163060591911	0.0136661383717713	4.68268440588285	58.04673861349	204.327725197527	-4200.67977345868	-1226.88489245962	-3240.28617087454
ACT	23424.7875533012	20000	47885.7726527472	23008.5554198014	20921.516952276	21996.9801725241	21965.9923208382	20000	36221.4053256882	20000	20716.4031815194	20000	21141.3887450295	20179.7644128549	20630.6571999455	20000	20000	24367.7962746074	20000	20000	20000	45172.3182993833	23274.8777108665	23349.3913278044	60109.7861366447	20000	22956.9689930988	20510.4992638099
