trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-36002.0867005421	-34984.4098773293	-1017.67682321275	0.549906838022757	0.214927688607188	0.0631053183835824	0.172060154986468	0.045150557976197	0.449526836026662	0.0939677337849814	0.411354872212162	5.58980197172875	5.83162276423928	2.6130746545198	0.193462672740095	0.00711813661590983	970.039285858552	3074.70790338524	12442.0136269622	-22181.4836705978	-12802.9262067315
stderr.of.mean	0.361105057795967	0.213183862783336	0.320340647475579	0.000120189479713683	0.000104706575343616	4.47053548228201e-05	8.44269735708822e-05	9.83132988001304e-05	0.000190457092331857	0.000149866084277102	0.000178582218707382	0.00562158339598122	0.00934506473089203	0.000321779275136449	0.000160889637568164	1.41778755013423e-05	3.28898307916361	22.7406462518231	54.2260716804686	0.197643505670059	0.180570622925969
stdev	11.2277217806802	8.86310502336016	7.15681195806954	0.00509920698105485	0.00389550167266723	0.00180059595148375	0.00346591583269341	0.00403827247717159	0.00808040884379874	0.00629033926904538	0.00757660070161096	0.211453043592747	0.396477457325653	0.0115071120394535	0.00575355601972661	0.000350224160795238	98.8882146868373	964.803761504208	2016.27364103338	7.64100682940192	7.32472298626447
variance	126.061736384361	78.5546306551121	51.2199574031672	2.60019118356385e-05	1.51749332817532e-05	3.24214578049968e-06	1.20125725593148e-05	1.63076445998816e-05	6.52930070829409e-05	3.95683681196944e-05	5.74048781916517e-05	0.0447123896446361	0.157194374167415	0.000132413627488536	3.31034068721323e-05	1.22656962804728e-07	9778.87900395003	930846.298212669	4065359.39552601	58.3849853669668	53.6515668255111
median	-36001.682390191	-34983.8472330992	-1017.30704645401	0.549873155495432	0.214848634588808	0.0630575154072894	0.172183187830093	0.044971087041828	0.449532949377092	0.093733028604107	0.411217638352233	5.59286276289777	5.819502496993	2.61311841709686	0.193440791451569	0.00711549310235516	964.906643037217	2863.66728234709	12024.450066472	-22181.2197008578	-12802.8465308979
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.549883199332925	0.214892458421957	0.0630796977383711	0.172025215003376	0.0449704838758308	0.449454222528037	0.0937579684986615	0.411285149852073	5.58580318670524	5.81827190143155	2.61304932642224	0.193377182867997	0.00710947596243772	965.030470084621	2948.75995787404	12296.2935331689	NaN	NaN
HPD95.lower	-36025.1206026138	-35001.5890802138	-1032.16097929006	0.540038705483084	0.206880119191051	0.0596794764232448	0.165614929485762	0.0372683675106492	0.43385898656184	0.0822039502460701	0.39614670418207	5.16125503429661	5.09373353584779	2.59024910401714	0.182531270087349	0.00644778601711189	777.573898899634	1578.58079535796	9241.85431084655	-22197.2360873807	-12816.7886112793
HPD95.upper	-35981.8257027191	-34967.7284290021	-1004.91933404755	0.55988372591243	0.221902315526424	0.0666122725666291	0.178674330022991	0.0528152499860904	0.465247894060597	0.106527543183166	0.425878560413132	5.97800888553381	6.62531306025448	2.6349374598253	0.20487544799143	0.00778708017201985	1158.91288640133	5159.63441675629	16708.8252541818	-22167.4223721016	-12788.3864424235
ACT	46547.4868242629	26034.5000993098	90156.5459636825	25000	32511.2374451972	27739.5194644151	26701.6930305828	26671.3917841578	25000	25542.9445496766	25000	31805.4697342683	25000	35188.1013768893	35188.1013768646	73746.6827748331	49779.0478681323	25000	32548.4058189526	30107.6113391182	27347.9113068316
ESS	967.291750250429	1729.43593417389	499.409105780708	1801	1384.9057599206	1623.13554341701	1686.22266567257	1688.13837554379	1801	1762.71768168444	1801	1415.63700760214	1801	1279.55184389606	1279.55184389695	610.535936070134	904.497010856334	1801	1383.32427862819	1495.46901920777	1646.37801749608
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
