trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-2806.74220115793	-2519.04887678241	-287.693324375523	0.348825701139748	0.177729657565103	0.20040825890118	0.273036382393971	0.116344000218635	0.335462403209617	0.288132972606767	0.260060623964977	3.83134717584338	2.34045918146516	0.638768632752628	1.18061568362369	0.00224246454016307	3.62218328130596	50.2550286032092	170.338411211226	-668.715912493427	-1850.33296428898
stderr.of.mean	0.424042869903872	0.17891843521121	0.340697943715885	0.000700689284547032	0.000568157455317844	0.000603258393328653	0.000729271520598503	0.000299744196492609	0.000466128589328431	0.000444965392062546	0.000460275638824843	0.0230446321898888	0.00801951428491685	0.00186835591616892	0.000934177958084455	4.67108219664357e-06	0.0124427948071227	0.0385522742615603	0.220969860517923	0.0944555510765397	0.150538868287628
stdev	13.721794272238	7.18661511465964	11.4591835235037	0.0297277240888646	0.0233189728116787	0.0246921048693501	0.0281167366100644	0.0127170672751634	0.0197761581332662	0.01887827985393	0.0180289528306144	0.977700790605422	0.33584614649433	0.0792676160469232	0.0396338080234615	0.000181251937458441	0.457106694888109	1.62091530692252	7.70082849798515	3.74909104437285	6.13425276896371
variance	188.287638049622	51.6474368062544	131.312887025339	0.000883737579503664	0.00054377449299181	0.000609700042878982	0.000790550877599735	0.000161723800081031	0.000391096430511952	0.000356389450243298	0.000325043140168519	0.955898835950467	0.112792634115091	0.00628335495376243	0.0015708387384406	3.28522648324387e-08	0.20894653051153	2.62736643221573	59.3027595553803	14.0556836589967	37.6290570335389
median	-2806.43491627256	-2518.80255138573	-287.568944381695	0.348439142465261	0.177793850796051	0.199238361391459	0.271484438154781	0.116410227335648	0.334880092712039	0.288142265685381	0.259701789899902	3.71996951550177	2.31199808886602	0.632186823811915	1.18390658809406	0.00223033042223485	3.60032879776101	50.1320518288965	169.928382620277	-668.42105243483	-1849.95663855042
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.347558144589668	0.176190042647315	0.198889099637462	0.271584966358032	0.115650234526176	0.33488072983935	0.287512795205944	0.259432643231244	3.71257982588694	2.31682927200568	0.633913835171782	1.17994411438426	0.00223516759501031	3.59382015712476	50.2291342095676	170.16534813198	NaN	NaN
HPD95.lower	-2833.1421025518	-2533.37453794921	-309.027646113977	0.290159586000921	0.133698109672519	0.152604073217014	0.218801203040403	0.0903210443856191	0.29694056444888	0.252241429782107	0.226317182666151	2.12758785572377	1.73330124631866	0.489345591579841	1.10307405975211	0.00192220389270324	2.71786051227924	47.3834904250125	155.683748806356	-676.055120811782	-1862.08897711966
HPD95.upper	-2779.57414760054	-2506.19151624732	-265.260695055574	0.404619945355183	0.224277167053883	0.246961498902393	0.326188259325133	0.140633535366556	0.373634910293621	0.325877421751676	0.293968334338995	5.73966571497072	3.02895981120024	0.793851880495779	1.25532720421009	0.00261246845971296	4.5047945279682	53.5206173630993	185.511757107991	-661.339202883246	-1838.87196397214
ACT	42974.4277673063	27891.6231878983	39778.1017882008	25000	26713.5107205947	26859.8077813528	30273.3904616768	25000	25000	25000	29329.6819583645	25000	25658.2936549351	25000	25000	29886.983497702	33343.6465787179	25456.0923898551	37051.3093301307	28563.760158418	27101.0637678517
ESS	1047.71610325557	1614.28396248862	1131.90418788047	1801	1685.47670393949	1676.29643393272	1487.27973026336	1801	1801	1801	1535.13427332475	1801	1754.79323003772	1801	1801	1506.50867804916	1350.33221077679	1768.73179553448	1215.20671776598	1576.29806966191	1661.37389977327
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
