trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-20731.6103927179	-19874.6653499073	-856.94504281057	0.124619204569471	0.176574955555234	0.228498228284919	0.470307611590375	0.0647492884241051	0.240731604674152	0.591990039311236	0.102529067590505	1.90047422854419	5.77661177134826	0.636629340670992	1.18168532966452	0.00350829561298266	288.061421477141	973.508778365954	4105.5937958476	-5607.39277958094	-14267.2725703264
stderr.of.mean	0.335745522075867	0.205778833398318	0.216480162878677	0.000210779746573771	0.000228595163125178	0.000264731684659733	0.000313362204251582	6.30597057481798e-05	0.000161015596250819	0.000189716680861676	0.00010318217936355	0.00315648208817685	0.00582376415162089	0.000472027809328713	0.000236013904664341	5.17440914630505e-06	0.792172964459782	8.33887712949189	17.2950898378549	0.143725487694077	0.184550078393105
stdev	10.4388237273836	8.69940084143832	5.29756685972564	0.0085051080007768	0.00939616175846726	0.0112316124317962	0.0132948303239597	0.00267539632038008	0.00683131214492989	0.00804899585036043	0.00420025257490264	0.133918172688234	0.240105337218708	0.0199938322494798	0.00999691612473976	0.000129409352786734	28.3663174111332	332.933255149764	676.591265316779	5.98438344700493	7.74648369678728
variance	108.969040811386	75.6795750000178	28.0642146332634	7.23368621048775e-05	8.82878557912827e-05	0.000126149117818079	0.000176752513342878	7.15774547110325e-06	4.66668256214666e-05	6.47863341991195e-05	1.76421216929762e-05	0.0179340769761557	0.0576505729609095	0.000399753328020338	9.99383320050819e-05	1.67467805886815e-08	804.647963469157	110844.552384618	457775.740302961	35.8128452407867	60.0080096645912
median	-20731.2236937296	-19874.3453339773	-856.774817203363	0.124433006367285	0.176490381901388	0.228222484001881	0.470433452812563	0.0647011461144015	0.240673178768779	0.592040752369698	0.10251906401431	1.8963716793405	5.77332380488244	0.635930998812208	1.18203450059392	0.00350591415976387	286.777333375797	896.231261421563	3962.12512140505	-5607.0862015905	-14267.1030501778
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.124329974200807	0.176325133100043	0.228222685870144	0.470119518755748	0.0646939717535565	0.240634881283153	0.591935316480959	0.1024428239545	1.89578355264686	5.77163152975179	0.636316346543524	1.18164301812848	0.00350590598065889	286.677791553404	926.947167169983	4056.71287755156	NaN	NaN
HPD95.lower	-20753.3081004202	-19891.5666366844	-867.192823250325	0.109953029230635	0.157923938368452	0.206660141916631	0.445344996609994	0.0595032392057037	0.226581615547831	0.57590445819149	0.0936801311233572	1.62913826376501	5.30140773381135	0.593368886729198	1.16370130060371	0.00326456547026028	238.309779401688	483.699491728703	3096.15680215795	-5619.38073285899	-14282.4049384677
HPD95.upper	-20713.0218629309	-19858.3438937378	-846.910140215927	0.142973268730126	0.194211140001271	0.250562114946672	0.496471650420952	0.0698911889479492	0.253402030655764	0.607664940567875	0.11014847908714	2.14433976612716	6.21029606459746	0.672597398792583	1.20331555663542	0.00376817843874642	348.453982041512	1625.78627316344	5461.2254697172	-5596.43131494121	-14252.4036627227
ACT	46551.0744917379	25178.8039803383	75144.2403813186	27638.245497863	26634.5573843701	25000	25000	25000	25000	25000	27156.3226174407	25000	26473.8015733659	25081.6130290926	25081.61302909	71945.3253927241	35095.1009872552	28230.1493129462	29403.921228158	25956.2014251482	25540.6311607261
ESS	967.217201570529	1788.21043426682	599.180985415797	1629.08314869268	1690.47299529828	1801	1801	1801	1801	1801	1657.99326493063	1801	1700.73798714642	1795.13972836495	1795.13972836513	625.822452733717	1282.94259692687	1594.92603106253	1531.25835328666	1734.65289710599	1762.87734303274
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
