trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-3386.68582611084	-3085.57389732087	-301.111928789964	0.265267824073354	0.456334463438814	0.268704164731905	0.00969354775592903	0.857105599013364	0.00294772987259137	3.86735313094247	49.5400454424647	185.798025721732	-3085.57389732087
stderr.of.mean	0.318172723893067	0.18522346962914	0.30418107341883	0.000338914742839794	0.000385059643291324	0.000338496433621673	6.69426706579603e-05	0.0034183272201695	5.26854304866898e-06	0.0121195135876562	0.0327924606006687	0.205758348874597	0.18522346962914
stdev	11.6913930292068	7.6141782338024	10.001532503204	0.0143789325553952	0.0163366945748587	0.014361185201048	0.00284013654408611	0.117523820002251	0.000198868133181304	0.441654805804349	1.35547605978199	7.28110018716732	7.6141782338024
variance	136.688670963386	57.9757101761102	100.030652412647	0.000206753701432604	0.000266887589632216	0.000206243640378801	8.0663755890534e-06	0.0138118482679214	3.95485343950167e-08	0.195058967490077	1.8373153486421	53.014419935568	57.9757101761102
median	-3386.31387081047	-3085.22979207425	-301.03553768403	0.265068014311447	0.456577721359622	0.269059092140463	0.00946308000375528	0.847652276232386	0.00294791825410732	3.8436122930028	49.4130119735355	185.705885053805	-3085.22979207425
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.264877970965431	0.456041588660854	0.268318725927022	0.00927685714243129	0.849201145157554	0.0029410081533763	3.84249663311274	49.5217127883678	185.656045628477	NaN
HPD95.lower	-3409.42931305509	-3100.77126403322	-319.216480795996	0.238506241194066	0.426167189103528	0.239418517767843	0.00482534686064481	0.641997619921717	0.00256218313084657	3.03789845198683	46.9283637301619	171.491361072995	-3100.77126403322
HPD95.upper	-3364.41586479993	-3071.02547230564	-280.375484899388	0.294855216357137	0.488992978532902	0.294791372638784	0.0151125581714392	1.09209110326341	0.00333143520034219	4.7183326513035	52.1875417896854	199.887322698786	-3071.02547230564
ACT	26662.1850205749	21303.3704684886	33299.1878682895	20000	20000	20000	20000	30456.3485955431	25266.9626744285	27108.58353072	21070.1037691754	28749.0359072953	21303.3704684886
ESS	1350.97704753769	1690.81226152828	1081.70806274532	1801	1801	1801	1801	1182.6762452171	1425.57696641766	1328.73043547928	1709.53121041082	1252.91157992744	1690.81226152828
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
