trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-6218.14907572565	-5524.30021855137	-693.848857174283	0.338049891862584	0.124206690642732	0.187910684100926	0.34983273339376	2.37756018739744	0.000912906079430605	83.2462914141132	249.412977065621	1515.52393228566	-5524.30021855137
stderr.of.mean	0.40761339736479	0.176324288108061	0.381598214649899	0.000302929689280841	0.000195729162558344	0.00022955572143561	0.000332554287287343	0.00425941690484289	2.3605495268216e-06	0.317929129629252	0.729560459557952	3.73802491663905	0.176324288108061
stdev	12.0511267336343	7.48080483410057	9.38203567709297	0.0123922127705451	0.00830408380576344	0.00973922293427055	0.0128855502749774	0.180711726751283	6.21969114757217e-05	9.53473139558816	20.8762383074606	91.083356569672	7.48080483410057
variance	145.229655550114	55.9624409659025	88.0225934462454	0.000153566937350461	6.89578078531426e-05	9.48524633634214e-05	0.000166037405888971	0.0326567281854302	3.86845579711876e-09	90.9111027860146	435.817325869884	8296.17784399802	55.9624409659025
median	-6217.7366755604	-5524.10602095791	-693.421677694231	0.338047946910244	0.123767101454943	0.187896593672138	0.350393699177251	2.37169387876666	0.000911240823202639	82.4790175826108	248.984836392455	1513.89727128336	-5524.10602095791
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.337823139931516	0.123929639372888	0.187658747889745	0.349594555557942	2.37072069582953	0.000910784805898987	82.7127096623891	248.544469056577	1512.81028960267	NaN
HPD95.lower	-6241.31466696266	-5539.11232172598	-714.402103500193	0.315152147937112	0.109286351225557	0.170854615075552	0.324517897040467	2.03244322925442	0.000799475454712155	67.660321083699	213.748505315573	1341.3500142481	-5539.11232172598
HPD95.upper	-6194.71212802313	-5510.81833763561	-677.291506692924	0.364255217882788	0.141642962996808	0.208580116185278	0.375506372333579	2.72213335823316	0.0010391643510102	104.216471495661	294.803536261742	1691.782526715	-5510.81833763561
ACT	41185.4636220984	20000	59555.362822798	21512.3731494004	20000	20000	23978.4733664973	20000	51855.0385673104	40026.3586975854	43966.353924058	60632.9497983417	20000
ESS	874.580418239438	1801	604.815390129928	1674.38523634033	1801	1801	1502.18070389448	1801	694.628738020208	899.906990594499	819.262840448776	594.066429553542	1801
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
