trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-5796.03056574799	-5516.36387657034	-279.666689177649	0.382900691343326	0.278953805572151	0.189972265212428	0.148173237872092	2.39745195056566	0.00660657230860736	3.36118998670142	46.7432280410315	170.861537983331	-5516.36387657034
stderr.of.mean	0.295226431210902	0.195252493616865	0.229751192661345	0.000337948369647177	0.000290816670357214	0.000241076120178437	0.000222777064811482	0.00442232823130576	8.37383198300047e-06	0.00983060003786205	0.0147300043232497	0.148571779030696	0.195252493616865
stdev	10.7009393304951	7.74742041623485	7.76547251386741	0.0131817794432405	0.0123383044774409	0.0102279919832248	0.00945162893467699	0.185368397741389	0.000319430704178213	0.364316869339336	0.605631217937075	5.14419732703478	7.74742041623485
variance	114.510102554936	60.0225231058926	60.3025633636302	0.000173759309290238	0.000152233757378039	0.00010461182000891	8.93332895188232e-05	0.0343614428812097	1.02035974771789e-07	0.132726781285215	0.366789172139945	26.4627661394718	60.0225231058926
median	-5795.71674387203	-5516.09643368964	-279.452078386836	0.382833656393985	0.278881893276925	0.189664808724353	0.14811004709256	2.39469132094327	0.00659845981743568	3.33474986709329	46.6099290002662	170.431923128827	-5516.09643368964
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.382674035446859	0.278681224146407	0.189697152407262	0.147872619588651	2.39029041799054	0.00659885766981386	3.34183800856858	46.7393636828807	170.78467370923	NaN
HPD95.lower	-5816.73268538123	-5531.64653316123	-294.62716766855	0.356809569683935	0.255482197896171	0.169274160569766	0.128808011429933	2.02848683930576	0.00594743403765936	2.71163452732566	46.0003698152779	160.934204838645	-5531.64653316123
HPD95.upper	-5775.71272742705	-5501.1142895452	-264.361441295081	0.407821995960425	0.302779536764965	0.209695761729159	0.16569193405876	2.74005071947462	0.00722015705874304	4.10694051359976	47.8844810850559	180.83049397724	-5501.1142895452
ACT	27401.1655412169	22865.5313185285	31512.4480047311	23662.1932229311	20000	20000	20000	20489.5736366091	24739.8769050403	26212.2232475242	21295.6847354116	30028.9243167678	22865.5313185285
ESS	1314.54262213112	1575.29687363145	1143.04036279861	1522.25956658544	1801	1801	1801	1757.96727832552	1455.94903880308	1374.16806120794	1691.4224852373	1199.51016626616	1575.29687363145
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
