trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-3717.51275448987	-3498.75621111092	-218.75654337895	0.421237167812614	0.28640833025892	0.186243954172905	0.106110547755557	1.51819774244023	0.00437688699972144	2.08744315826018	48.1329624226856	140.317427923586	-3498.75621111092
stderr.of.mean	0.381223802873661	0.178583609432639	0.337783437814374	0.000364417953538738	0.000346922420672344	0.000278216447403758	0.000226128829896791	0.0040472819135151	7.34553010700282e-06	0.00690989218235008	0.0223658970841381	0.163878923584049	0.178583609432639
stdev	12.6069215254189	7.13106949666644	10.407787837004	0.0154609419820536	0.0142046039943449	0.0118037223742471	0.00924966572514053	0.160312604832301	0.000286901722494057	0.256035618599641	0.948904503294956	5.52633171442642	7.13106949666644
variance	158.93447034807	50.8521521662865	108.322047660088	0.000239040726972426	0.000201770774636158	0.000139327861888302	8.55563160268396e-05	0.0257001312681175	8.23125983700572e-08	0.0655542379917006	0.900419756373447	30.5403422178752	50.8521521662865
median	-3717.06096518816	-3498.66261551715	-218.772766604546	0.420932810899148	0.286167249200739	0.186272765323962	0.105700783654281	1.50721027013097	0.00437882844431892	2.06786141140767	48.0366347388056	140.125212858007	-3498.66261551715
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.420953514218462	0.286055150201937	0.185869126597456	0.105708903653447	1.5098349935603	0.0043675025600379	2.07198825142569	48.1236719904775	140.208932665665	NaN
HPD95.lower	-3740.91609392858	-3512.91271182748	-238.981558409968	0.3904685812063	0.259414425803954	0.163467395298033	0.0885940630984106	1.21022248301032	0.00379948903837785	1.62457182056151	46.3246517173075	129.477209205318	-3512.91271182748
HPD95.upper	-3692.03751058175	-3485.85645629168	-199.028368384257	0.44987540210816	0.314459129034631	0.209206817038552	0.124170306419318	1.82528160126748	0.00491088978014631	2.6008190986671	49.9428584338303	150.889088389271	-3485.85645629168
ACT	32918.8220612869	22577.5192754192	37919.4656304753	20000	21473.7969127549	20000	21516.0310180013	22945.3104262892	23598.3882278988	26220.6911577712	20000	31657.35839244	22577.5192754192
ESS	1094.20683197411	1595.39228205713	949.907900892234	1801	1677.39315717404	1801	1674.10057969632	1569.81968562651	1526.37543090405	1373.72427687988	1801	1137.80813779465	1595.39228205713
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
