trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-35726.840567477	-34897.2522398886	-829.588327588411	0.0427642731945766	0.507458026486558	0.286723246149884	0.163054454168976	4.56334924078886	0.00995502610971032	231.142608483132	526.726544025771	2838.11787388317	-34897.2522398886
stderr.of.mean	0.32476460754803	0.198590392782905	0.271967607056576	3.81740322694306e-05	0.000122818012828883	0.000132860127696235	7.68335575157314e-05	0.00302484153997492	1.699213602246e-05	0.743027036595222	5.42289754676565	11.0363826825102	0.198590392782905
stdev	9.25236740089816	8.1162595065924	4.69846778989823	0.00161958677504062	0.00521072617926497	0.00536080915276731	0.00305578945129154	0.12833313809136	0.000291552548815665	22.155577480589	230.074022234615	468.233989816015	8.1162595065924
variance	85.6063025212029	65.8736683783514	22.0755995727111	2.62306132188648e-06	2.71516673152773e-05	2.87382747723938e-05	9.33784917062466e-06	0.0164693943323761	8.50028887209105e-08	490.869613498382	52934.0557072139	219243.069219024	65.8736683783514
median	-35726.4088008721	-34896.9787146309	-829.637719001371	0.042783286251269	0.507325576548316	0.28665413652552	0.162981629540984	4.5602850632381	0.00995738595273607	229.171940462183	469.291255166356	2719.46032523411	-34896.9787146309
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.0427335987991102	0.507431301701505	0.286673172399817	0.163025846805037	4.56154950167216	0.00995075528836224	230.097978282924	486.292004266884	2804.04918612412	NaN
HPD95.lower	-35744.6947783302	-34913.0582120604	-838.76452729027	0.0395792345869897	0.497794706192198	0.276247415142071	0.157157341530002	4.31908234728156	0.0093757559795121	190.565998626938	235.783136331584	2199.55210335004	-34913.0582120604
HPD95.upper	-35708.9005057796	-34881.9585073147	-820.465193419977	0.0457762152542483	0.517790756594205	0.297327945255311	0.168847142232792	4.80779814696734	0.0105154229800786	276.061281993241	991.267024948453	3791.95029999464	-34881.9585073147
ACT	44354.1249608068	21552.9631877773	120621.359512873	20000	20000	22112.151687398	22759.2211763402	20000	122282.59140457	40489.7832237776	20000	20000	21552.9631877773
ESS	812.100340877626	1671.23191768021	298.620411388712	1801	1801	1628.96856485153	1582.65521130597	1801	294.563597207623	889.607133753368	1801	1801	1671.23191768021
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
