trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-4670.83360656762	-4124.28144188138	-546.55216468624	0.0888689471456985	0.220636390505837	0.631548302596681	0.0589463597517796	3.28279730256517	0.00163305342483131	26.315039499508	80.2386857127171	542.75397080805	-4124.28144188138
stderr.of.mean	0.342274183069095	0.213541287781666	0.274205305462724	0.000200826733106186	0.000288015233631911	0.00032397667531684	0.000146424885158875	0.0072879864669928	2.92826292849126e-06	0.0770139807551445	0.137743382610308	0.710831483820461	0.213541287781666
stdev	11.121970422018	8.08869175118811	8.73074962685837	0.00704207699855043	0.0122194496014512	0.0137451641226008	0.00621228079513259	0.309203031403856	0.000105883279737864	2.9558584900155	5.77589091041374	24.1521161709317	8.08869175118811
variance	123.698226068244	65.4269342457386	76.2259890468875	4.9590848453513e-05	0.000149314948562405	0.000188929536757232	3.85924326775732e-05	0.0956065146293339	1.12112689280467e-08	8.73709941299673	33.3609158090001	583.32471553418	65.4269342457386
median	-4670.63875194898	-4124.07185012418	-546.37936012634	0.0889141358566879	0.22065153307435	0.631978614139512	0.058725361425945	3.27956720676865	0.00163180071531617	26.1104922183081	79.8346386140152	541.49134459766	-4124.07185012418
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.0885894946244114	0.220296847679595	0.631398710498695	0.0586182757130797	3.26827491573938	0.00162962040468286	26.1512497327589	80.0315989733751	542.219180732676	NaN
HPD95.lower	-4694.98298433262	-4140.78354026284	-564.272690149594	0.0749681135915727	0.199248758775966	0.604229920046862	0.0470195982708754	2.68613584644278	0.0014173498439084	20.2973877307919	69.0092182783426	496.33238479267	-4140.78354026284
HPD95.upper	-4651.23869861023	-4108.89011195986	-529.945342977136	0.10213584771954	0.24620918032032	0.657034090932901	0.0710366903435208	3.87700340121249	0.0018323822836131	31.8258094240975	91.3559035576938	589.956291165472	-4108.89011195986
ACT	34094.7240927352	25090.5112612677	35510.0272492011	29278.1664245646	20000	20000	20000	20000	27533.90028622	24438.4824240197	20474.1504520517	31183.5316478215	25090.5112612677
ESS	1056.46844074843	1435.60247238183	1014.3613731192	1230.26829882964	1801	1801	1801	1801	1308.20550759483	1473.90494119215	1759.2915556792	1155.09687635128	1435.60247238183
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
