trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-50409.8550351932	-49404.4068887727	-1005.44814642052	0.405892777041159	0.0986079137095568	0.285556061705719	0.209943247543564	2.96790288600256	0.00562968242008983	906.876495318087	1833.64675333677	9886.99245797437	-49404.4068887727
stderr.of.mean	0.404827263756837	0.236702431359102	0.356404480583895	9.10171055754445e-05	5.23929451789055e-05	7.90308446467788e-05	8.37519019952875e-05	0.00158778675582402	1.33845521531674e-05	3.33280306165564	23.7561729017127	55.6850973182987	0.236702431359102
stdev	10.8377565915938	8.60323809141485	6.53655725544855	0.00386152815746715	0.00222284406630878	0.00335299425292077	0.00355329172194072	0.067299877627998	0.000238390808919626	96.2634536338217	1007.88890169202	2220.10892788235	8.60323809141485
variance	117.456967938635	74.0157056575715	42.7265807537571	1.49113997109116e-05	4.94103574312413e-06	1.12425704601197e-05	1.26258820612125e-05	0.00452927352874351	5.68301777773539e-08	9266.65250551094	1015840.03815395	4928883.65166291	74.0157056575715
median	-50409.6431365875	-49404.0100945704	-1005.38245196491	0.405860185568046	0.098544706661573	0.285650776723708	0.209884596011749	2.96641673984627	0.00562445056752212	900.022052255415	1582.14337322098	9405.81167123863	-49404.0100945704
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.40587441727779	0.0985828999867859	0.285536371019854	0.20991322363799	2.96714065664989	0.00562465387771266	901.861053568906	1618.52742430986	9670.77914722308	NaN
HPD95.lower	-50431.4373980591	-49421.3043594524	-1018.06416509549	0.398718895051153	0.0942544955935306	0.278767363318885	0.20354678364218	2.83163708157775	0.00515926707065953	733.0169966358	612.709070708588	6792.13327995142	-49421.3043594524
HPD95.upper	-50389.7673538964	-49388.5769232067	-992.699198503352	0.413626372568087	0.102867635632357	0.291669017226959	0.217457492059296	3.09615244537846	0.0060883415002326	1107.35720841002	3889.9254876948	14479.2905630043	-49388.5769232067
ACT	50229.9894838694	27251.0926695063	107026.306435914	20000	20000	20000	20000	20038.1751208235	113483.060760848	43151.787688683	20000	22648.0995933457	27251.0926695063
ESS	717.101483996274	1321.78186162443	336.552770991572	1801	1801	1801	1801	1797.56887954174	317.404198992376	834.727874077084	1801	1590.4204170218	1321.78186162443
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
