trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-71877.5687562139	-70803.744647109	-1073.82410910487	0.430897020384994	0.318340697365749	0.0643463050898725	0.186415977159385	1.81247132044093	0.0095633024278735	1531.49483867707	3117.29908551876	17049.6588789031	-70803.744647109
stderr.of.mean	0.671692162355824	0.235725911816625	0.578630577517268	6.85684684886753e-05	6.37509102007544e-05	2.99353788192805e-05	4.97581575400371e-05	0.000996895178251657	3.64815800163729e-05	7.14253686259412	41.1550591897157	126.177404907526	0.235725911816625
stdev	12.0427081965271	8.59458375373815	7.85375209686619	0.00290911329369776	0.00260405788458151	0.00122486408416004	0.00209781243031716	0.0403268889426986	0.000428632115198438	169.18618682034	1746.06101653698	4192.5125921556	8.59458375373815
variance	145.026820706701	73.8668699000198	61.6814219990301	8.46294015556904e-06	6.7811174662511e-06	1.50029202466522e-06	4.4008169927932e-06	0.00162625797179675	1.83725490179487e-07	28623.965810807	3048729.07347016	17577161.8353833	73.8668699000198
median	-71877.0531426736	-70803.5356546715	-1073.42939057231	0.430850738918541	0.318357396185878	0.0643383581383565	0.186478599677531	1.81251877981677	0.00957476733654987	1522.86112931424	2668.24773014912	16255.9213304544	-70803.5356546715
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.430887205521973	0.318330051434975	0.0643346530765487	0.186404177986778	1.8120230397583	0.00955363379608049	1522.29943620784	2725.2847124328	16593.3166052961	NaN
HPD95.lower	-71901.6643357235	-70819.0551977289	-1089.29561383046	0.425405685594731	0.313003738409064	0.0617564923156902	0.182289067270516	1.73380407898889	0.0086918119809765	1212.90017177998	801.174735109023	10429.9984255917	-70819.0551977289
HPD95.upper	-71854.9133634529	-70785.6994482262	-1059.38535674077	0.436645802332013	0.323153292623185	0.0664881619124682	0.190473816937101	1.89130730427586	0.0103567610090776	1867.9686511832	6496.41638437821	25328.5001269861	-70785.6994482262
ACT	111993.960170805	27081.1634954045	195411.783934035	20000	21576.1463242481	21502.8528410466	20253.3859827159	21999.4548524308	260783.572617107	64161.9483234075	20000	32607.4470271006	27081.1634954045
ESS	321.624487115779	1330.07579257488	184.328699502376	1801	1669.4362125047	1675.12656419439	1778.46805619264	1637.31329897113	138.12219703304	561.391929971353	1801	1104.65563188873	1330.07579257488
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
