trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-28464.5843240895	-27973.6745594313	-490.909764658198	0.17866199507058	0.374256831220619	0.379827647851426	0.067253525857372	5.05454969789122	0.0311518337970888	16.6735639561116	78.1564318881784	442.540654447641	-27973.6745594313
stderr.of.mean	0.231249972270283	0.195283023872767	0.12273737624023	9.05304995903719e-05	0.000160209504042242	0.00014108370732724	5.68635599263057e-05	0.00366199011246025	2.20522061739938e-05	0.0376456102065414	0.121099771707023	0.378317986857909	0.195283023872767
stdev	8.9827974356428	8.28515574728916	3.30119441175299	0.00384088321714445	0.00679711255419082	0.00598567384624645	0.00241251615727594	0.151002194339366	0.000672579482730021	1.51018776155425	5.13782739357595	12.3705948791253	8.28515574728916
variance	80.6906497697908	68.6438057568386	10.8978845441892	1.47523838877419e-05	4.62007390743384e-05	3.58282913936388e-05	5.82023420911747e-06	0.0228016626953037	4.52363160589383e-07	2.28066707514825	26.3972703261794	153.031617663441	68.6438057568386
median	-28464.1822177346	-27973.3169007265	-490.858155393942	0.178584139665504	0.374246169477734	0.379926024513131	0.067188338743678	5.05227522337186	0.0311402620158743	16.6039042731562	77.5786692330929	441.553110936962	-27973.3169007265
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.17862076815683	0.374195187881228	0.3797804741637	0.0672103141029644	5.05229680839249	0.0311445739331694	16.6059604287137	77.9911652181981	442.36890718685	NaN
HPD95.lower	-28482.9556880585	-27990.2920332406	-497.412527777854	0.171753240098287	0.361565374771446	0.369021337112511	0.0628585923346981	4.76532942843112	0.0298354515848279	13.8229015751702	68.5815374647838	419.810683295656	-27990.2920332406
HPD95.upper	-28448.497457364	-27958.0332283712	-484.538658751531	0.186724361014329	0.387696283674293	0.392555202088093	0.0724863133131384	5.34415532991715	0.0324070702637106	19.5933208366558	88.3363691151718	467.413996419089	-27958.0332283712
ACT	23858.4668683273	20000	49763.8341979247	20000	20000	20000	20000	21172.4045945458	38700.7360875966	22370.1633837675	20000	33669.3845290682	20000
ESS	1509.73657271404	1801	723.818825067586	1801	1801	1801	1801	1701.27109743968	930.731651162167	1610.1804614506	1801	1069.81462547682	1801
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
