trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-28171.300391546	-27562.8596819717	-608.440709574364	0.0734241250398241	0.416650349167272	0.0964315982570655	0.41349392753584	2.555745072983	0.0189148463277424	41.8990485370743	157.94246520013	856.468637888389	-27562.8596819717
stderr.of.mean	0.234691727964387	0.19632174364042	0.169935051073433	7.29743251876341e-05	0.000132678461009783	9.40648256284512e-05	0.00013205268907116	0.00206335902669449	1.67397459838156e-05	0.104090180553216	0.91418859424656	2.11231243507679	0.19632174364042
stdev	9.05958291006858	8.32922488797599	4.1463812894204	0.00307502353061529	0.00562906950116099	0.0039127373128329	0.00560252025038148	0.0875408960784883	0.000452026376001322	3.91996798531882	38.7857312710547	79.8337845674746	8.32922488797599
variance	82.0760425044066	69.3759872344786	17.1924777972556	9.45576971383771e-06	3.16864234489009e-05	1.53095132792348e-05	3.13882331559346e-05	0.0076634084862247	2.04327844600889e-07	15.3661490059245	1504.33295023047	6373.43315836595	69.3759872344786
median	-28171.283135464	-27562.6896982323	-608.575455238132	0.0734982110653475	0.416712237325565	0.0962718576788026	0.41358246122614	2.55501166765526	0.0189145887046756	41.7365234627494	148.268954092028	837.391610683571	-27562.6896982323
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.0733598084998181	0.416612330591558	0.0963524873186358	0.413455984775504	2.55424797941436	0.0189094533482198	41.7183754980455	154.127955061339	853.109933206343	NaN
HPD95.lower	-28188.5061015175	-27578.0874624997	-616.173123197614	0.0675380994481614	0.404343106146151	0.0892063247754329	0.40186622403045	2.36979512100134	0.0180790445633722	33.7957653838528	107.462226883348	743.925786036261	-27578.0874624997
HPD95.upper	-28152.7151283139	-27546.2782721527	-600.414232903269	0.0796440413160837	0.426948639491122	0.104403416236241	0.424037379440307	2.71035834214429	0.0197838725841245	49.0274747241303	236.89355585398	1021.73504889451	-27546.2782721527
ACT	24159.1429824115	20000	60468.587971656	20274.2900419034	20000	20806.3304832299	20000	20000	49371.0700460583	25383.8124449378	20000	25202.5939668911	20000
ESS	1490.94692747269	1801	595.681182713974	1776.63434455919	1801	1731.20387706196	1801	1801	729.577057300904	1419.01458175891	1801	1429.21796253671	1801
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
