trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-1535.10401612063	-1380.92829324029	-154.175722880338	0.141311018274005	0.250092011132767	0.317148131762247	0.291448838830982	3.12575578472157	0.000928635925037517	1.28323311205728	46.9592918811537	109.352513444853	-1380.92829324029
stderr.of.mean	1.10657587615516	0.135095631497894	1.09364644710989	0.000336278158314077	0.000402835325077693	0.000440205120908908	0.000409028329665128	0.0172939902505751	4.43981320378642e-06	0.0110671563944642	0.0202997416246402	0.372181116997285	0.135095631497894
stdev	22.3605846610018	5.05008951188085	21.8806751879769	0.0130132396214406	0.0163578572810836	0.0175459957429391	0.0173535996581919	0.733721753568648	0.000136306763936728	0.248553175046579	0.861244964638872	7.9255658211238	5.05008951188085
variance	499.995746381829	25.5034040780089	478.763946681746	0.000169344405445032	0.000267579494828301	0.000307861966611238	0.000301147421096797	0.538347611659851	1.8579533894903e-08	0.0617786808257354	0.741742889115812	62.8145935849657	25.5034040780089
median	-1535.62875730991	-1380.56930224863	-154.829059299009	0.140607167780178	0.249312671802552	0.316779920559799	0.291222434636313	3.0477532121274	0.000926640523107171	1.26366756863895	46.7267462645151	108.903105359912	-1380.56930224863
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.140712308291757	0.24955856837671	0.316661982386077	0.290930774400404	3.04268890045279	0.000918646721069694	1.25972832850771	46.9515425543761	109.068185441215	NaN
HPD95.lower	-1578.58567945593	-1391.49527401781	-194.994739340238	0.115221377382348	0.220019670713129	0.283217055159678	0.257867973631605	1.82120066841516	0.000676303636515235	0.825124735437266	46.0020481687188	95.4860299261392	-1391.49527401781
HPD95.upper	-1493.87141389984	-1371.90434890241	-112.794140814306	0.165368167830184	0.283882589997935	0.350408004043888	0.324929224742919	4.61586491722488	0.00120228976086601	1.77639302510007	48.7037123566095	125.627936428055	-1371.90434890241
ACT	88165.4550506028	25762.4300895926	89936.2595174227	24039.6883744205	21832.5584678111	22659.8227405316	20000	20000	38194.158757432	71373.3087838233	20000	79387.1996120405	25762.4300895926
ESS	408.550037872841	1398.16002895438	400.505871528069	1498.35552936398	1649.82954485642	1589.59760685025	1801	1801	943.076144935147	504.670451934602	1801	453.725539835479	1398.16002895438
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
