trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-24035.273999015	-23404.3071715277	-630.966827487232	0.615588480152444	0.241795459926393	0.0923128184775246	0.0503032414436337	0.806061587512602	0.0128249042413615	49.295807856094	139.087076313945	933.87328249476	-23404.3071715277
stderr.of.mean	0.236998095316005	0.200011170652315	0.15151011093586	0.000145843654166332	0.000122781715756447	8.06152061472839e-05	5.85267799394742e-05	0.000866847634670317	1.09592510444231e-05	0.114826418464802	0.829011811416614	1.83625941473643	0.200011170652315
stdev	9.38555186753922	8.48575399534847	4.26693851893643	0.0060443640863078	0.0049840305852269	0.00321960533701191	0.00226918125559898	0.033788599515527	0.000342306133581615	4.64813734913865	35.1719869844088	73.9746178756498	8.48575399534847
variance	88.088583858269	72.0080208695725	18.2067643243834	3.65343372078475e-05	2.48405608744772e-05	1.03658585261156e-05	5.14918357076175e-06	0.00114166945722067	1.17173489087594e-07	21.6051808164577	1237.06866843142	5472.24408984841	72.0080208695725
median	-24035.0033819106	-23404.1055315929	-630.964306214262	0.615624211241586	0.24195404145617	0.092373222447067	0.05030097908877	0.805911425593096	0.0128161603191927	48.9269905099273	129.082775830153	917.114248527034	-23404.1055315929
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.615558821807408	0.241744089232947	0.0922564782540511	0.0502520963130551	0.805353121028492	0.0128203411422612	49.0796168065694	135.802635022365	931.259797153199	NaN
HPD95.lower	-24053.842203263	-23420.0221254412	-639.500959488571	0.60383077581968	0.232066276293014	0.0859881176323687	0.0456790485650592	0.739498793289196	0.0121617717640824	40.6625934777607	97.8492293087743	840.960339187547	-23420.0221254412
HPD95.upper	-24018.0580852363	-23387.0355777474	-623.041809644719	0.627397635761395	0.251503911669838	0.0985088018394838	0.054567586049845	0.87258923548953	0.0134978673898017	58.862202402393	202.314121917134	1079.01883366791	-23387.0355777474
ACT	22954.7438038775	20000	45389.2313859904	20959.272694271	21847.8328772849	22569.9723606726	23948.2207554987	23694.4984926696	36900.7128108514	21969.9009751207	20000	22182.2183947705	20000
ESS	1569.17455963571	1801	793.58030308303	1718.57108428412	1648.67610450508	1595.92574702323	1504.07833499403	1520.18410565404	976.132905199804	1639.51581032568	1801	1623.82316137018	1801
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
