trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-5511.34907619791	-5329.32731236658	-182.021763831335	0.231178190116958	0.516682020194118	0.108486610745458	0.143653178943468	2.67309908317267	0.00994548439853441	1.55899192053883	48.5408185912248	122.599281777874	-5329.32731236658
stderr.of.mean	0.293839887976084	0.174792213595016	0.23642084437659	0.000278276044813969	0.000340796930473226	0.00020136124047684	0.000216236298592308	0.004717088819455	1.2398837557752e-05	0.00459641620461284	0.016141742782369	0.105317183623354	0.174792213595016
stdev	10.7430085637872	7.41580442748407	7.80894994774505	0.0118062508778311	0.0138169996490949	0.00787162428437258	0.00843932159859336	0.200129098617625	0.000474651869977815	0.16789195817329	0.684836041210329	3.59380275304127	7.41580442748407
variance	115.412233001605	54.9941553066923	60.9796992863874	0.000139387559790287	0.000190909479303088	6.19624688743241e-05	7.12221490444844e-05	0.0400516561135031	2.25294397673436e-07	0.0281877096192617	0.469000403340636	12.915418227767	54.9941553066923
median	-5511.35159992461	-5329.15788252758	-181.914914483851	0.230904837914066	0.516322366512157	0.108425943858183	0.143738270379994	2.66921297454204	0.0099566927048853	1.54367337050416	48.5201497987025	122.439460629625	-5329.15788252758
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.230877339771272	0.516497145065248	0.108200942905735	0.143404463780044	2.66561310481386	0.00993416363089857	1.55011535394479	48.5359997304053	122.546810341294	NaN
HPD95.lower	-5532.64262048612	-5344.33661488513	-197.262966223462	0.209838862781815	0.49053964498305	0.0937421208821513	0.127105550760504	2.26841381224564	0.0089806642160888	1.2494459205991	47.3428617057614	115.892545823578	-5344.33661488513
HPD95.upper	-5492.48478039271	-5315.43633364702	-167.252792442643	0.25354885174298	0.543782586245663	0.124309152843409	0.159057082654432	3.05010780095989	0.0108256280112937	1.89073900894741	49.9465326198174	129.656710629374	-5315.43633364702
ACT	26932.2118754193	20000	32998.0758531277	20000	21901.1148441105	23557.2943750026	23634.3950426748	20000	24564.8385811378	26982.4432302352	20000	30916.6454934548	20000
ESS	1337.43192600067	1801	1091.57879872519	1801	1644.66513492057	1529.03807315929	1524.05000995208	1801	1466.32349653044	1334.94212116558	1801	1165.06818333915	1801
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
