trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-28084.3588883883	-27201.366984639	-882.991903749347	0.329913481976169	0.191978158717699	0.226571007857904	0.251537351448231	4.16375790429807	0.00393088433458858	354.920877235137	355.882895493923	3419.90735573649	-27201.366984639
stderr.of.mean	0.375848260619909	0.207111111639018	0.291160854501642	0.000130469013359528	0.000107654131777401	0.000116032822900102	0.000126847159685796	0.00308195724457813	7.4417915299852e-06	0.92861393483205	0.891329452981254	6.92418682821568	0.207111111639018
stdev	10.0220258375369	8.69081859454039	5.29122364887909	0.00553533059065657	0.00456737729131069	0.00490398383448403	0.00538166837678019	0.128989753496499	0.000142468872727878	33.9216902489171	28.5849541748946	136.123105355329	8.69081859454039
variance	100.441001888258	75.530327843209	27.9970477024573	3.06398847478584e-05	2.08609353211805e-05	2.40490574488807e-05	2.89623545176359e-05	0.0166383565070876	2.02973796963523e-08	1150.68106934348	817.099605180823	18529.4998115781	75.530327843209
median	-28083.9306735108	-27201.2435925655	-882.799641137327	0.330009352218112	0.191956051018159	0.226551663600859	0.251569284895093	4.16187853196597	0.00392395518238425	352.365283227106	353.023709682059	3414.70764584992	-27201.2435925655
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.329867042999053	0.191923794923543	0.226517925934754	0.25147977590041	4.1617655169533	0.00392830619026721	353.315091177857	354.763255303495	3417.20982078001	NaN
HPD95.lower	-28102.8906850377	-27218.991318752	-892.434936396682	0.319015867192865	0.182628316926145	0.216722631978145	0.240993155222798	3.89917167615246	0.00367123692995118	292.597667921635	307.10978447458	3150.64654468816	-27218.991318752
HPD95.upper	-28064.3656403196	-27185.4042705303	-871.82606025181	0.340700285456314	0.200471510150201	0.235617390607066	0.262019343439618	4.40753084200501	0.00421783034544623	425.676373003383	418.65275702541	3698.88457572714	-27185.4042705303
ACT	50630.9900858731	20445.0320791793	109007.429836261	20000	20000	20154.2213070315	20000	20551.5773617764	98223.9489439808	26978.4995029503	35002.8882235396	93148.5771979471	20445.0320791793
ESS	711.421995479607	1761.79718674454	330.436191864218	1801	1801	1787.21864026735	1801	1752.66352387108	366.713010291848	1335.13726351093	1029.05793858966	386.694043897794	1761.79718674454
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
