trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-45005.7298429167	-44450.0232170353	-555.706625881445	0.488337302183812	0.0851994461365376	0.136929412638089	0.289533839041564	4.46725805142234	0.0512500680853131	27.5201716699328	100.826172505805	561.039532680751	-44450.0232170353
stderr.of.mean	0.224373040307271	0.197789856276139	0.103141151856294	0.000110683510022705	5.20649336918149e-05	5.89574043471097e-05	0.000106215681044924	0.00244405281771874	2.94268468101753e-05	0.0639512850448144	0.623298041017936	1.25392783517703	0.197789856276139
stdev	8.63177267815603	8.04060550980376	2.83712700201418	0.00451063120975928	0.00220334680915182	0.00250135043888895	0.00433959433767236	0.101198083609119	0.000859811510081108	2.6092529081655	26.4442922093341	53.1996443125113	8.04060550980376
variance	74.5074995673609	64.6513369642866	8.04928962555797	2.03457939104544e-05	4.85473716139952e-06	6.25675401812995e-06	1.8832079015558e-05	0.0102410521261582	7.39275832867955e-07	6.80820073877014	699.300590452651	2830.20215497772	64.6513369642866
median	-45005.4467033948	-44449.7359815613	-555.621747561834	0.488313128232161	0.0852062289270536	0.136906949992444	0.289586593382066	4.46570883861727	0.0512609290385967	27.4019536115578	92.7309761614372	545.272580369728	-44449.7359815613
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.488316482276837	0.0851709733646177	0.136906586714176	0.289501354166255	4.46611296789624	0.0512428517642228	27.3983928925594	98.10196362855	558.786742010171	NaN
HPD95.lower	-45022.2192661113	-44465.4151181142	-561.598606612171	0.479904753741502	0.0810756603573784	0.132072996328625	0.280980130489349	4.28300189668449	0.049567692389373	22.7524922608966	69.8494799526451	489.392602254475	-44465.4151181142
HPD95.upper	-44988.8515772142	-44433.5215247919	-550.660447502709	0.497053893419372	0.0898801321533117	0.141696498335505	0.297999372876437	4.67520133210563	0.0528684080501424	32.846056800305	154.250000059788	664.174627163792	-44433.5215247919
ACT	24324.4888763732	21783.7621354775	47578.2831826141	21676.720205399	20101.4452828447	20000	21566.5846933621	20998.0499375101	42168.030209156	21625.6199144526	20000	20000	21783.7621354775
ESS	1480.81220464973	1653.52521644262	757.068090535102	1661.69049831757	1791.91095432033	1801	1670.17636367276	1715.39738724287	854.201626714328	1665.61699236782	1801	1801	1653.52521644262
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
