trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-23450.6383194288	-23068.1531879894	-382.485131439382	0.174270953450693	0.0773253605751275	0.70433991511242	0.0440637708617557	4.74122240156153	0.0475196587912345	7.07372226431259	51.1747645824098	241.571932341577	-23068.1531879894
stderr.of.mean	0.259394727580267	0.216242460031976	0.112990032727625	8.51950872105849e-05	9.44276188412387e-05	0.000131395848207688	6.35459035324687e-05	0.00494339394099477	3.1090457697763e-05	0.0157727622600048	0.0221961627990426	0.120813830029621	0.216242460031976
stdev	9.69879059747593	8.91691684318735	3.41626216849853	0.00361452087562647	0.00396520860530766	0.0054492652578889	0.00269602394221292	0.209730410299422	0.0010777296855228	0.657138507605061	0.941703288566803	3.97748694883388	8.91691684318735
variance	94.0665390536875	79.5114059883183	11.6708472039143	1.30647611603395e-05	1.57228792836059e-05	2.9694491850835e-05	7.26854509698529e-06	0.043986845004364	1.16150127505706e-06	0.431831018177407	0.886805083697532	15.8204024281438	79.5114059883183
median	-23450.5190295586	-23067.877932555	-382.493650270195	0.174237293664779	0.0772369365993136	0.704277639678911	0.0440563603246047	4.73335355726696	0.0475414556202774	7.01494692719035	51.1049908827222	241.513104456998	-23067.877932555
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.174233510862038	0.0772241498558827	0.704318831559864	0.0439814281760845	4.73659935017627	0.0475074385630284	7.04383697990069	51.1661462099413	241.539255438207	NaN
HPD95.lower	-23468.9007761858	-23083.6257207612	-389.061196137506	0.167082616823442	0.0699021671322201	0.693141660331482	0.0387057428345482	4.3195229997163	0.0454325179415136	5.86198325026686	49.6356530099633	234.263727170949	-23083.6257207612
HPD95.upper	-23431.2197219694	-23049.3799515296	-375.254696707164	0.181183609939377	0.0851726850518069	0.714259388055158	0.0490390703830722	5.13604086885596	0.0496890719394623	8.38643222454514	53.3107118343713	249.808155202278	-23049.3799515296
ACT	25750.7267283569	21171.6585093132	39380.411718657	20000	20415.8921745706	20930.9892431947	20000	20000	29959.6618289864	20739.7753147988	20000	33213.7678014437	21171.6585093132
ESS	1398.79547400635	1701.33104991067	914.667938398802	1801	1764.31182590519	1720.89334056255	1801	1801	1202.28326359646	1736.75941292855	1801	1084.49002881372	1701.33104991067
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
