trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-3930.67913183158	-3727.45817001691	-203.220961814669	0.214560618441802	0.103475233211636	0.38930797831585	0.292656170030712	1.39772760403868	0.00534832752177274	1.84966545083815	46.4435552006272	124.461051599768	-3727.45817001691
stderr.of.mean	0.305680622545508	0.179362889446753	0.255289496354825	0.000296545734878887	0.000211615673872303	0.000375842223877156	0.000356909642867296	0.00340591227275044	8.9378308731841e-06	0.00568334701259979	0.00904458152547844	0.103232526591257	0.179362889446753
stdev	11.4484876530941	7.47197420675551	8.98307200615522	0.012581368062319	0.00897809129451976	0.0155266103407081	0.0147733563649833	0.141829322863233	0.000311969041453362	0.211779447598477	0.383729036562165	3.69269999441308	7.47197420675551
variance	131.067869543048	55.8303985464196	80.6955826677695	0.00015829082231954	8.06061232927314e-05	0.000241075628672185	0.000218252058286793	0.0201155568238432	9.73246828253296e-08	0.044850534425116	0.147247973500927	13.6360332487384	55.8303985464196
median	-3930.12902761457	-3727.24248459475	-203.33081143304	0.213985706830028	0.103453448686789	0.388940176238304	0.292808295445336	1.39128778899052	0.00533686759593887	1.83541786191048	46.343854255284	124.406431051494	-3727.24248459475
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.214192691378515	0.10308312812554	0.388998568424411	0.292283398976692	1.39059418945317	0.00533926166344095	1.83772526848991	46.4419843874259	124.40648625662	NaN
HPD95.lower	-3955.45447124015	-3741.96062327453	-221.274206635681	0.190575226546485	0.0856137999310547	0.358412337141616	0.264621173716935	1.14924357318773	0.00469054983490276	1.43273389866819	46.0004594151769	116.821854282769	-3741.96062327453
HPD95.upper	-3909.63123156498	-3712.97448578897	-186.140471467755	0.239239104524329	0.120333836141192	0.419337902538623	0.323663745565753	1.70901876944291	0.00592909597125126	2.26652553444979	47.1750883042594	131.524213262401	-3712.97448578897
ACT	25665.0399635813	20744.2062511119	29074.9179628055	20000	20000	21094.0609776441	21011.6705189123	20760.4719826429	29549.057595054	25926.4522390551	20000	28135.0329866505	20744.2062511119
ESS	1403.46557227701	1736.38844330663	1238.86849985541	1801	1801	1707.58964042888	1714.28539999135	1735.02799118031	1218.98980649823	1389.31465315336	1801	1280.25440798632	1736.38844330663
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
