trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-3893.00405326009	-3661.73048208155	-231.273571178538	0.229009792707894	0.11450466156332	0.428666128476971	0.227819417251812	2.55373499914476	0.0045109914230495	2.31909160477153	48.3911805903223	147.98089503074	-3661.73048208155
stderr.of.mean	0.357629843853263	0.186175459875724	0.310491591989982	0.000329645848647279	0.000233042648446429	0.000362789846697746	0.000327269859274784	0.00600427291173537	7.50941028902037e-06	0.00775495975930166	0.0232978996380327	0.174933829485945	0.186175459875724
stdev	12.0995928519011	7.41899882759377	9.68985929686628	0.0126540772664549	0.00975325963916491	0.0153918672694475	0.0129814071439615	0.253426067397796	0.000276370691908767	0.278918882179381	0.952648864213569	5.56521643156507	7.41899882759377
variance	146.400147181777	55.0415436038377	93.8933731930658	0.000160125671465411	9.51260735889633e-05	0.00023690957804029	0.000168516931437294	0.0642247716367123	7.63807593461305e-08	0.0777957428361955	0.907539858487403	30.9716339301619	55.0415436038377
median	-3892.99307494502	-3661.39634780066	-231.253826491403	0.229055508600131	0.113982128506091	0.428958392861234	0.22708675153883	2.54597295533022	0.00450442997800996	2.30448182744418	48.3146026628557	147.818136807878	-3661.39634780066
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.228659605653504	0.114091212889416	0.428389463211438	0.227449881478218	2.5413110880409	0.00450255751999068	2.30262191389164	48.3818580400842	147.876641084327	NaN
HPD95.lower	-3916.52748549485	-3675.80032386971	-250.161807685316	0.206126834224802	0.0960073922909326	0.400871148996341	0.203197681571055	2.0956279991524	0.00393722805837623	1.79183549851839	46.6682555762097	137.176768833684	-3675.80032386971
HPD95.upper	-3869.18183840806	-3647.29594799792	-212.849947531673	0.255791510832151	0.133693659141715	0.461118065201616	0.254091542239705	3.07135352368359	0.00499975201144154	2.86651911699755	50.3396418422685	158.583323980073	-3647.29594799792
ACT	31450.5583174324	22670.2668590341	36962.9915709788	24430.7401548329	20552.9237003241	20000	22880.7809724657	20207.874960162	26578.4751920236	27829.5146253054	21531.2973615539	35570.163059976	22670.2668590341
ESS	1145.28968409552	1588.86528438222	974.488223736761	1474.37203178122	1752.54871400277	1801	1574.24696488052	1782.47342043684	1355.23199655975	1294.30931458815	1672.91359155705	1012.64646831294	1588.86528438222
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
