trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-4829.79830019571	-4530.46561674057	-299.332683455142	0.434573826502307	0.0537636445036526	0.111377220446566	0.40028530854747	2.64212303339294	0.0050903063939239	3.89789342078011	47.741811846209	179.959163479121	-4530.46561674057
stderr.of.mean	0.309883101953225	0.195232985802067	0.245419578072482	0.000336254295637438	0.000147431830099208	0.000191478941530954	0.000347292443449176	0.00571787591417092	7.29512628216084e-06	0.0111406113130952	0.0205175831710198	0.171937438220495	0.195232985802067
stdev	11.1259597011119	7.86582757074624	8.38637648800112	0.0142660593573475	0.00558969286164231	0.00812376222699029	0.0141736075243517	0.234393048176181	0.000276892442960238	0.436037257331295	0.83382376421912	5.96326640147301	7.86582757074624
variance	123.786979270765	61.8712433727118	70.331310598498	0.000203520449587361	3.1244666287495e-05	6.59955127206743e-05	0.000200891150254359	0.0549401010333215	7.66694249684889e-08	0.190128489780998	0.695262069776542	35.5605461749369	61.8712433727118
median	-4829.15360804623	-4530.04550701288	-298.996770515085	0.434351980987113	0.0535671978121867	0.110897821475764	0.400556078073584	2.64194234142586	0.00508077518450986	3.86593144031694	47.6384792027874	179.377836388902	-4530.04550701288
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.43433961442392	0.0534735437029283	0.111082854466192	0.400033734358545	2.63179180245071	0.00508277504184198	3.87392506366678	47.7345886751663	179.860872265379	NaN
HPD95.lower	-4851.92503522868	-4545.58386017988	-316.266146289485	0.406704668434469	0.0437726318755051	0.0954737256156212	0.373824776787145	2.18198554238005	0.00457975687684954	3.12722601852604	46.264841599298	169.497805419439	-4545.58386017988
HPD95.upper	-4807.94672000518	-4515.46776162796	-284.484649056524	0.462753176651055	0.0658754769248805	0.126641179813229	0.429024007109728	3.0785351926049	0.00566453081116215	4.77452888181877	49.3502340489225	192.709609113707	-4515.46776162796
ACT	27926.9296410184	22177.8741870545	30829.8964879725	20000	25044.3052979869	20000	21613.8547683006	21423.1024972657	24988.8223171484	23500.2895230039	21797.4773424395	29927.80375527	22177.8741870545
ESS	1289.79449094521	1624.14123626985	1168.34644625071	1801	1438.25111423216	1801	1666.52364356717	1681.36244526661	1441.44448036999	1532.74707380694	1652.48480060898	1203.56309118263	1624.14123626985
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
