trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-13609.6161530191	-12647.6218268493	-961.994326169754	0.114065882802688	0.128807828873758	0.680408899640638	0.0767173886829161	3.67468020715616	0.000816027707253697	650.011346856858	1836.7167130878	9335.42658646683	-12647.6218268493
stderr.of.mean	0.651921248996267	0.213339570876477	0.626834633224868	9.42977465535472e-05	0.000127104309147778	0.000172067141401694	9.42496418303352e-05	0.00423625036613983	3.71639438046319e-06	3.48960128263826	12.3837980160736	47.7417614120839	0.213339570876477
stdev	13.2242511689231	8.47145127933449	10.1913400066523	0.00395365717606927	0.00539257830279728	0.00730018942369865	0.00385645414386556	0.179728853906147	6.11230268397368e-05	76.8694125281508	358.378398030578	952.916608122114	8.47145127933449
variance	174.880818978764	71.765486778138	103.863411131192	1.56314050658841e-05	2.90799007518e-05	5.32927656218816e-05	1.48722385637378e-05	0.0323024609264173	3.73602441005118e-09	5908.90658242303	128435.076174963	908050.062034955	71.765486778138
median	-13609.1436450115	-12647.1925076118	-961.813434516129	0.113917426183838	0.128672090513079	0.680440129526394	0.0766097702588544	3.67344146081949	0.000814199972166088	644.217542285773	1768.5612565034	9208.56593359524	-12647.1925076118
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.113997302424244	0.128695143810337	0.680369743110214	0.0766204575363516	3.67029841363061	0.000813735442531543	645.547084357854	1805.68024951322	9288.69798829739	NaN
HPD95.lower	-13634.6622154738	-12663.4787944959	-981.151752562484	0.106205016562482	0.118336490191543	0.666636727592234	0.070327964373495	3.3580354222257	0.000703600637926636	511.381255372698	1251.56218791185	7585.1911202619	-12663.4787944959
HPD95.upper	-13583.8106661273	-12631.6851682159	-942.548737728521	0.121826211162016	0.139090600423669	0.694854209253528	0.0854546098248472	4.03831390429241	0.000938824182232983	808.841434985128	2529.40729584727	11155.8684843285	-12631.6851682159
ACT	87488.3975455526	22831.2435115244	136190.166940524	20478.9166445893	20000	20000	21502.3259205275	20000	133087.188638601	74190.2540860906	42985.9410633346	90362.7523234233	22831.2435115244
ESS	411.711735618948	1577.66264381607	264.483118048679	1758.88210422092	1801	1801	1675.16761364002	1801	270.649642301878	485.508513802935	837.948387518813	398.61556973252	1577.66264381607
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
