trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-23369.9155327996	-22698.0211730736	-671.894359726	0.0923872162646763	0.230196618366863	0.642552055742003	0.0348641096264531	1.61894609354107	0.00983868377020393	68.5128329152851	128.137993018559	1032.24350124379	-22698.0211730736
stderr.of.mean	0.237708995888656	0.19176723155194	0.142891844962937	7.2963972966156e-05	0.000134076402433109	0.000141292474225368	4.26748805099934e-05	0.00141643029633392	8.90653021104652e-06	0.166919820080648	0.449441761263215	1.2724717988645	0.19176723155194
stdev	8.85827739993422	8.0497230771753	4.2385142979833	0.00308819907129573	0.00536429454737972	0.0059945310742408	0.00181054156429189	0.0600940387831736	0.000275620661311883	6.49791360515129	19.0546211058078	46.8080743158625	8.0497230771753
variance	78.4690784941854	64.7980416192086	17.9650034542089	9.53697350395183e-06	2.87756559910477e-05	3.59344028000386e-05	3.27806075602853e-06	0.00361129349727358	7.59667489419997e-08	42.2228812200103	363.078585485895	2190.99582115931	64.7980416192086
median	-23369.4506684797	-22697.8211931403	-671.720328183661	0.0923521538063009	0.23007268783577	0.642593252004983	0.0348630756008075	1.61731258684233	0.00983766364730881	68.3577899330929	125.76628887951	1028.2545132055	-22697.8211931403
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.0923357411251703	0.230134185867061	0.642524107507432	0.0348170530263625	1.61783146736076	0.00983482452847642	68.2054663679265	127.249502776021	1031.32471114519	NaN
HPD95.lower	-23387.7078702128	-22714.3564566526	-680.151568627875	0.0864563207136462	0.219856677376471	0.631151567567592	0.0315318074736666	1.50428155796973	0.00929181328165011	56.4647037913322	106.091567795025	960.666158798464	-22714.3564566526
HPD95.upper	-23353.5693226495	-22683.6870525816	-663.637585456881	0.0984551905384564	0.240481138892724	0.654817504274279	0.0386434523624799	1.73847636665944	0.0103752455253459	82.753075338222	155.52634791241	1110.45915418371	-22683.6870525816
ACT	25923.5843385272	20430.9839897311	40915.69655719	20095.9591010834	22489.6051468376	20000	20000	20000	37592.0419496623	23755.8359241376	20028.507132892	26604.6254797577	20430.9839897311
ESS	1389.46835166107	1763.00857648874	880.346738070387	1792.4001446668	1601.62883095638	1801	1801	1801	958.181522786994	1516.258999053	1798.43658646159	1353.89990839774	1763.00857648874
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
