trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-20378.3605060536	-19888.3285798803	-490.031926173307	0.0607676380583759	0.318815741285981	0.292782611071361	0.327634009584282	2.52644743979007	0.0168233830420667	16.9012590645565	70.5418510058435	426.641365215647	-19888.3285798803
stderr.of.mean	0.252924419842385	0.20589489840757	0.126422335168574	7.38411860498669e-05	0.000161903133751928	0.000212332050320709	0.000169824709646004	0.00223787010950576	1.23215378190729e-05	0.038158821879002	0.0609360892414953	0.247654471091943	0.20589489840757
stdev	9.09420926609413	8.28497045322973	3.73450855717176	0.00313281571974378	0.00686896716625443	0.00777673948938343	0.00700002050737889	0.0949447731387977	0.000403234131333213	1.57329073473145	2.33317161567239	8.06348914739786	8.28497045322973
variance	82.7046421755123	68.6407354108897	13.9465541635891	9.81453433387371e-06	4.71827099310814e-05	6.04776770857356e-05	4.9000287103725e-05	0.00901450994637776	1.62597764672051e-07	2.47524373599183	5.44368978817933	65.019857230203	68.6407354108897
median	-20377.8750369354	-19887.7738313477	-489.955594971256	0.0606944290514827	0.31871004783776	0.292941949539422	0.32739737760045	2.52460184913407	0.0168161396978432	16.8230632399232	70.359645602332	426.333610080709	-19887.7738313477
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.0606870146836379	0.3187417995456	0.292679309419683	0.327559347083837	2.52466677849583	0.0168185553110828	16.8289549334936	70.503526749481	426.565375372793	NaN
HPD95.lower	-20396.158838562	-19905.0007479336	-497.055491922647	0.0549813803098299	0.304383064687527	0.278472300072132	0.31316426737416	2.34498334641818	0.0160502170452892	13.8527234439351	66.0823249123283	410.542821061431	-19905.0007479336
HPD95.upper	-20360.5313338733	-19873.0528627388	-482.759156326578	0.0672464152650474	0.331351054422236	0.30845509144817	0.340950499553157	2.70672396589148	0.0176458991404422	20.0450648998652	75.2096856906232	441.730665285475	-19873.0528627388
ACT	27845.4348647127	22233.69331176	41255.6149373974	20000	20000	26837.2722404337	21188.7581307745	20000	33613.80100334	21177.4815537982	24556.0299975437	33958.515851145	22233.69331176
ESS	1293.56931127143	1620.06372467808	873.093276022134	1801	1801	1342.16323020085	1699.95805217506	1801	1071.58366280627	1700.86324516429	1466.84948681049	1060.70595540428	1620.06372467808
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
