trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-50415.5117650114	-49589.7570107654	-825.754754246007	0.160415157765343	0.124352022032661	0.368572599352181	0.346660220849817	1.81935414381927	0.0146994131500398	226.530439501292	440.080386665976	2940.22992984317	-49589.7570107654
stderr.of.mean	0.319082895238047	0.197700750818116	0.264287754272753	6.54042208269807e-05	5.9749925039909e-05	9.22148751054878e-05	8.90271948287856e-05	0.000994988325673565	2.1937384017912e-05	0.612707287434512	6.73088314294649	15.5081993251583	0.197700750818116
stdev	9.79025816604597	8.38773119854642	4.93476483994968	0.00273394316697147	0.00242183085305431	0.00391234520704455	0.00377710340752055	0.0422137730226409	0.00038716125337851	21.7159745094556	243.714272507876	553.501625725156	8.38773119854642
variance	95.8491549578297	70.354034659069	24.3519040256036	7.47444524023002e-06	5.86526468080577e-06	1.53064450190844e-05	1.42665101511033e-05	0.00178200263280705	1.49893836117619e-07	471.583548895327	59396.6466240433	306364.049680391	70.354034659069
median	-50415.1481389372	-49589.5708345551	-825.623307511956	0.160416046002988	0.124319943138703	0.368622922433843	0.346653671126418	1.81861520810622	0.0147019732134284	225.635693645476	375.514171108711	2828.09997265333	-49589.5708345551
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.160391881711621	0.124328441484363	0.368551829348474	0.346639652738013	1.8188648704266	0.0146943183596872	225.500395716787	386.720044449464	2893.71587988976	NaN
HPD95.lower	-50433.3230525646	-49606.2973578466	-835.124553836627	0.155270988962866	0.119975754366068	0.360437127016381	0.339117069161662	1.73968039196152	0.0139790962139209	185.066206350274	147.387451860328	2153.23669945812	-49606.2973578466
HPD95.upper	-50394.4410760062	-49573.7673203681	-815.830127432404	0.166060007167904	0.129333694866688	0.375743057583679	0.353637247484971	1.9062523422672	0.0154879940768249	268.190840339746	937.931431968687	4036.64270957823	-49573.7673203681
ACT	38240.2855356722	20000	103257.956148908	20603.2131070328	21912.3764823812	20000	20000	20000	115581.484424567	28658.2595664039	27458.9889015268	28260.986247836	20000
ESS	941.938573298544	1801	348.835105239307	1748.27100088116	1643.81987635902	1801	1801	1801	311.641610932139	1256.88023435402	1311.77444767448	1274.54858383642	1801
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
