trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-5041.30677949915	-4637.77176105393	-403.53501844522	0.412269571992087	0.237622927259702	0.207855265019968	0.142252235728243	1.80764940820738	0.00300345880599439	8.82851041134008	52.3495525519497	300.809677051056	-4637.77176105393
stderr.of.mean	0.321673219370917	0.201708470723933	0.25141860999708	0.000341756979572459	0.000338054427055384	0.000317784845957403	0.000232905862298699	0.00387575159177091	4.90729833211191e-06	0.0249141170891332	0.0440223979005598	0.357609832958666	0.201708470723933
stdev	11.4077993894628	8.04504184566406	8.33730714948425	0.0144995184288306	0.0120269717434655	0.0114601089116909	0.00988135735166944	0.152424545623942	0.000175272763835313	0.956370215997536	1.61244604791659	11.6637612242295	8.04504184566406
variance	130.137886910227	64.7226982984857	69.5106905048413	0.000210236034667997	0.000144648049318117	0.000131334096267816	9.76412231113916e-05	0.0232332421086651	3.07205417424694e-08	0.914643990047173	2.59998225744184	136.043325895841	64.7226982984857
median	-5040.80057391094	-4637.44211207151	-403.454756661566	0.41161597364072	0.237325140862999	0.207522620047926	0.14200197235957	1.80319120216207	0.00299398998000097	8.76165264470404	52.261664295224	300.444265860466	-4637.44211207151
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.412014487555924	0.23731846977022	0.207540342324181	0.14191029784201	1.80124238172556	0.0029983600692107	8.77723855609299	52.3249168498283	300.584633566537	NaN
HPD95.lower	-5064.18360395779	-4652.73626668244	-420.229935550347	0.385284953911753	0.214183459941168	0.182485475814493	0.124329904492623	1.532008244719	0.00268285581214263	7.07117990479428	49.4037937920215	279.566907626304	-4652.73626668244
HPD95.upper	-5018.33823363677	-4622.54106946476	-388.206143767932	0.441281168584556	0.261563041894247	0.227915558693525	0.162202146418295	2.12783031099214	0.00337173739449155	10.7260470034174	55.4419758082068	324.851705367126	-4622.54106946476
ACT	28623.8750367794	22630.493540294	32737.5071291608	20000	28442.1904966601	27681.6034888036	20000	23275.7892766691	28220.0915865026	24431.0022678345	26833.6266050428	33841.0655824222	22630.493540294
ESS	1258.39006611499	1591.65773101085	1100.26703798455	1801	1266.42847723806	1301.22519869808	1801	1547.53076563145	1276.39557403946	1474.35621367951	1342.34557744166	1064.3872874591	1591.65773101085
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
