trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-33958.7791093559	-32990.5493807093	-968.229728646596	0.34067127318196	0.239477508365306	0.199914409925223	0.219936808527509	3.35447143182045	0.00300463714968786	687.241916004071	1728.58946964376	8881.35660200322	-32990.5493807093
stderr.of.mean	0.561359959999216	0.206340751741348	0.543493338539026	0.000125533066198742	0.000110008020332089	9.20353307980914e-05	0.000100757073876976	0.00227908226417583	1.07637089146476e-05	3.23130721687431	21.28405220798	54.39569039878	0.206340751741348
stdev	10.8601357419799	8.22531998000325	7.36603203369625	0.00507455487409374	0.00436459858911967	0.00390472778838306	0.00427475995177011	0.0915897926116822	0.000150090145377353	69.5455115882208	735.441109567993	1542.4115907163	8.22531998000325
variance	117.942548334229	67.6558887734407	54.2584279214393	2.57511071701886e-05	1.90497208441454e-05	1.52468991013709e-05	1.82735726452576e-05	0.00838869011065096	2.25270517393949e-08	4836.57818206735	540873.6256426	2379033.515176	67.6558887734407
median	-33958.481796594	-32990.3724523876	-967.979067445361	0.340667004874161	0.239445703553164	0.200027847075192	0.220008089894749	3.35523881410296	0.0029998550025235	682.180410997166	1535.30388060257	8528.86547641282	-32990.3724523876
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.340633464521315	0.239437765226305	0.199876265638818	0.219895237331182	3.35322349298754	0.00300088510191209	683.776902934517	1608.6281266475	8765.1121082116	NaN
HPD95.lower	-33980.7221009857	-33006.7841171348	-982.188480136294	0.330812916790748	0.231367744750502	0.192715296349241	0.211127896653683	3.16395682742292	0.00272616338218998	562.145397839328	813.126759300181	6687.88126590771	-33006.7841171348
HPD95.upper	-33938.2836196155	-32974.7771509686	-953.691394234417	0.350442583268033	0.2481889683428	0.207585312539431	0.227693121526127	3.51618488117789	0.00329564179045882	821.694430909657	3173.54629206252	11891.7496233752	-32974.7771509686
ACT	96186.6334727161	22655.1415488916	195985.351043487	22030.41782588	22869.8043633386	20000	20000	22290.9315551876	185149.225318945	77717.8281232775	30151.9353421658	44774.5049687159	22655.1415488916
ESS	374.480306665658	1589.92606257904	183.789246534082	1635.01211301067	1575.00254168076	1801	1801	1615.90375488894	194.545777536744	463.471520882755	1194.61651768761	804.475672599113	1589.92606257904
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
