trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-18549.8430591788	-17924.9922566219	-624.850802556829	0.0289351715918457	0.143963170692995	0.606489098627351	0.22061255908781	2.57996661046622	0.00887811601042316	47.9947930484739	80.0875235441733	705.350754977325	-17924.9922566219
stderr.of.mean	0.277920148169883	0.213480108652159	0.167804546516259	4.60432075713598e-05	0.000114408017846519	0.000186420696894664	0.000143267262870158	0.00243275790980468	9.55351593553933e-06	0.109313752122355	0.0838957767283182	0.669149357450374	0.213480108652159
stdev	9.39391967930835	8.20977795756016	4.52671949925343	0.00181185871905209	0.00478763132717112	0.00790915911511482	0.00607831424783981	0.103213160972525	0.000266054679045803	4.56054880457645	3.28352837594088	17.4473536194892	8.20977795756016
variance	88.2457269412966	67.4004541124406	20.4911894249212	3.28283201780509e-06	2.29214137249103e-05	6.25547979082039e-05	3.69459040954924e-05	0.0106529565979404	7.07850922421651e-08	20.7986053989237	10.781558595609	304.410148323503	67.4004541124406
median	-18549.6568217655	-17924.6261043843	-624.909998610888	0.0288978428229867	0.143859924209541	0.60655972047179	0.220626095200663	2.5766698129519	0.00887556822315258	47.6345435933958	80.0178953538733	705.629572536301	-17924.6261043843
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.02887845248159	0.143883693857613	0.606437506967989	0.22052892094749	2.57790735562403	0.00887413158226929	47.781476297694	80.0204907249597	705.135268685617	NaN
HPD95.lower	-18569.889520091	-17940.9190007721	-633.691834846419	0.0253181185439216	0.134494093053004	0.591225637368078	0.209603153170684	2.38292674290473	0.00835465562781242	39.0040178955418	73.7466720671572	672.177240730259	-17940.9190007721
HPD95.upper	-18533.2982719018	-17909.2179246741	-616.280412507566	0.0323446538296831	0.152955847403634	0.622001777378916	0.233543842242005	2.78659453180648	0.00937699659735437	56.8331590434643	86.3188593852314	740.029199759458	-17909.2179246741
ACT	31510.0249437299	24341.8944230384	49470.083753723	23247.9599063564	20557.6699557979	20000	20000	20000	46418.0646534089	20683.2010842668	23501.7941283692	52952.8537941313	24341.8944230384
ESS	1143.12826042899	1479.7533574835	728.116818627565	1549.38326395477	1752.14409402663	1801	1801	1801	775.990991200335	1741.50992649776	1532.64894600196	680.22773881154	1479.7533574835
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
