trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-18204.7086031675	-17444.016823957	-760.691779210512	0.318815744131117	0.0443510722429613	0.161222112607668	0.475611071018254	3.71117529348202	0.00385017917075823	137.431426330211	249.750968520711	2022.45196842665	-17444.016823957
stderr.of.mean	0.308689113733297	0.216442482307696	0.269166414331378	0.00016750748341824	5.41073551163323e-05	0.000114275521712996	0.000202650407603007	0.00353396169978296	7.74639120142229e-06	0.446481459881037	0.711137140316168	4.4014064522128	0.216442482307696
stdev	10.3204879722576	8.36472540645937	6.35596316620488	0.00710673954875253	0.00229558030863333	0.00484829903141892	0.00859772731876815	0.144864053694252	0.00016389832377995	14.1403654202098	16.8811048090099	88.1912324056708	8.36472540645937
variance	106.512471985514	69.9686311254669	40.3982677701532	5.05057470138033e-05	5.2696889533851e-06	2.35060034980577e-05	7.39209150478922e-05	0.0209855940527313	2.68626605378775e-08	199.949934217065	284.971699572779	7777.69347323104	69.9686311254669
median	-18204.2315036419	-17443.7073884453	-760.611135673162	0.318486368659044	0.0443340122253919	0.161240703566823	0.475703620900302	3.70527327630575	0.00385029672375015	136.459860918788	248.208696736261	2019.91911583974	-17443.7073884453
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.318736590840714	0.0442917032857042	0.161149149088246	0.475533308037971	3.70835462490258	0.00384669980757461	136.71053912388	249.188131004024	2020.53601921776	NaN
HPD95.lower	-18224.9993495831	-17459.4666007602	-773.438248799832	0.305700909830961	0.0397079726832824	0.152018764744497	0.459341089500304	3.4069313403801	0.00351778556244903	113.196862739538	217.305397204965	1867.36892576137	-17459.4666007602
HPD95.upper	-18183.7634629278	-17427.7205222336	-749.082968844487	0.333413172963931	0.0488109947304139	0.170847648339325	0.492838372796175	3.98787521774627	0.00415418228350369	168.004052980817	281.46842087214	2208.89676034815	-17427.7205222336
ACT	32206.5741132022	24103.7159889596	64562.652031956	20000	20000	20000	20000	21424.2079944968	80417.8011128588	35891.1984531448	63886.2440458494	89667.3830647281	24103.7159889596
ESS	1118.40520116775	1494.37539076956	557.907689141572	1801	1801	1801	1801	1681.27568632886	447.910779722133	1003.58866664827	563.81464488896	401.706827710119	1494.37539076956
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
