trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-7237.6697202395	-7204.73597779333	-32.9337424461722	0.254925801817917	0.282397481748966	0.350049338756588	0.112627377676529	1.17060169307165	0.0247438783866573	0.48272802207423	46.587582782485	77.121341315613	-7204.73597779333
stderr.of.mean	0.299109388403957	0.193961747365127	0.220140190356155	0.000242071549937979	0.000259037245950389	0.000265588581664308	0.000180432059142969	0.00191091118911775	2.34138194023665e-05	0.00127752310478446	0.00756463815128241	0.0453557940432541	0.193961747365127
stdev	11.0912296979974	8.05959955987085	7.5468060670104	0.0102702244846974	0.0109900178954936	0.0112679674871487	0.00711376636729697	0.0777314380161187	0.000960443037227399	0.0508866330002917	0.32094036651181	1.62187919233705	8.05959955987085
variance	123.01537621374	64.9571450654704	56.9542818130649	0.000105477510966079	0.000120780493343271	0.00012696709129144	5.06056719284855e-05	0.0060421764560537	9.22450827758591e-07	0.00258944941810637	0.103002718856735	2.63049211453588	64.9571450654704
median	-7237.369379205	-7204.40345063367	-32.8657582396754	0.254764060086276	0.282163778674576	0.349699767652942	0.112252462191263	1.16827276988998	0.0247372368748637	0.480491941520801	46.5603985979654	77.0634099114794	-7204.40345063367
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.254718792247265	0.282183678662332	0.349868191812341	0.112403592862415	1.168032355779	0.0247252542759857	0.480062861588296	46.5864805022017	77.1043362217044	NaN
HPD95.lower	-7257.57592805986	-7219.59594149	-46.7438804631966	0.233695845044384	0.262719263784374	0.330807697403781	0.0996131992956644	1.01802505268722	0.0229823610807482	0.382189536554504	46.0209337179624	73.9761108400411	-7219.59594149
HPD95.upper	-7215.23893226922	-7188.64436677192	-17.3545740147341	0.274919159650919	0.3061540656116	0.373756778050697	0.127062147520221	1.31439095084033	0.0267694972723564	0.576637427749802	47.1679459543529	80.3001312226293	-7188.64436677192
ACT	26182.0143903187	20850.074622209	30631.9512556476	20000	20000	20000	23159.5748145094	21756.5469992521	21394.5753195372	22689.8937096056	20000	28153.4039399517	20850.074622209
ESS	1375.75357888884	1727.57175466568	1175.8963606133	1801	1801	1801	1555.29625601907	1655.59360137609	1683.60434652363	1587.490909433	1801	1279.41900300322	1727.57175466568
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
