trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-69463.5490987275	-68125.0148302018	-1338.53426852567	0.239847206067498	0.00438721845354279	0.154636826570459	0.601128748908502	4.32966455539788	0.00484693043160027	11618.9473575781	23255.8788519056	127060.297201632	-68125.0148302018
stderr.of.mean	5.46102209794161	0.506310446162677	6.17469487851654	4.55586326428011e-05	7.47807341902475e-06	3.86221415078264e-05	5.92515945820969e-05	0.00397225484376348	0.000233164107456224	595.834508781315	1060.73948751005	5266.60738705998	0.506310446162677
stdev	31.3167190186222	11.5164511990504	27.9374747713454	0.00181599053043086	0.000241963972425739	0.00148645262938384	0.00223313741670544	0.161743957228405	0.000907352705238429	2816.58763769854	14427.5075136676	43131.4813483323	11.5164511990504
variance	980.736890091333	132.62864822011	780.502496599562	3.29782160661457e-06	5.85465639520436e-08	2.20954141940214e-06	4.98690272188986e-06	0.0261611076999042	8.23288931703496e-07	7933165.92083623	208152973.056934	1860324683.30153	132.62864822011
median	-69462.0095323462	-68124.5868347988	-1337.15628638703	0.239868766183854	0.00437610272747845	0.154638015459489	0.601100368242407	4.33336783667094	0.00488896339154704	11136.3322173508	19545.2083267105	118673.300910522	-68124.5868347988
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.239840336106397	0.0043805892010504	0.15462968354906	0.601124602370699	4.32664754690326	0.00475941469590618	11298.5764311931	19862.8746712795	120760.604795474	NaN
HPD95.lower	-69523.267047812	-68148.4769939276	-1394.13444141365	0.236433908399882	0.00393275290230493	0.151936741695651	0.596928130280495	4.02217601841997	0.00319298085959198	7138.21584456384	4344.9284225025	62190.0217392746	-68148.4769939276
HPD95.upper	-69404.835671391	-68102.9069326286	-1290.88395579413	0.243581134861397	0.00485159306313682	0.157691136505805	0.605591059014625	4.66734259943335	0.00649498336692714	17348.1739918574	50970.1026290344	214561.653301218	-68102.9069326286
ACT	1094706.56629163	69582.3030670729	1758567.62622564	22657.7390014578	34385.9006733478	24303.7293991265	25343.7896463553	21713.030609131	2377242.49262057	1611043.00724975	194597.484130683	536754.267721129	69582.3030670729
ESS	32.903794595861	517.660359204826	20.4825788117734	1589.74379560478	1047.52236511631	1482.07706761641	1421.25548320198	1658.91167605376	15.1520091500186	22.3581864903102	185.100029226537	67.1070584178647	517.660359204826
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
