trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-19493.740668151	-18659.4942053034	-834.2464628476	0.0371207410272337	0.127868824497855	0.649309619261026	0.185700815213889	2.70213137022793	0.00309901081062482	243.405280088799	754.346070861633	3705.10006813056	-18659.4942053034
stderr.of.mean	0.339511837945969	0.208245227573631	0.252173504149561	4.24269530667566e-05	9.12644587572563e-05	0.00015400693342127	0.000114391104047134	0.00253165858369589	5.37834331473615e-06	0.680541758272641	6.35846336136807	13.6954837654677	0.208245227573631
stdev	10.1159533835825	8.34118607020388	5.57678338940805	0.00180002289533384	0.00387202246258008	0.00644187514827111	0.00485320277379746	0.107409160555338	0.000123988099588451	24.0614187148673	262.376515179371	537.921598992083	8.34118607020388
variance	102.332512858815	69.5753850577632	31.1005129723776	3.24008242372603e-06	1.49925579507247e-05	4.1497755425913e-05	2.35535771635953e-05	0.0115367277712024	1.53730488395557e-08	578.951870572168	68841.4357176709	289359.646662199	69.5753850577632
median	-19493.5874155929	-18659.327087368	-834.161931873721	0.0370905815868588	0.127832379648695	0.64945804378072	0.185617099167866	2.70068177601281	0.00309987772817228	242.076906706512	682.885331177775	3573.68573143753	-18659.327087368
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.0370770953846125	0.127810231135112	0.649277672435293	0.185637319919394	2.7000033215417	0.00309652744651345	242.235278655466	716.682326626385	3669.99278631311	NaN
HPD95.lower	-19513.0072218656	-18677.0005055909	-845.654007850935	0.0334654454965008	0.120075557712139	0.636313095673752	0.17616575127375	2.48624819080754	0.00287706208394421	200.851571451173	383.617735818935	2907.83651324786	-18677.0005055909
HPD95.upper	-19473.4412308546	-18644.069695584	-824.080662632064	0.0403849226839985	0.135415735393877	0.661877293258049	0.194980369551207	2.90035888372997	0.00334851985377463	292.458129657684	1294.89736739435	4848.90394559188	-18644.069695584
ACT	40550.7201485671	22438.6571474604	73609.4751390043	20000	20000	20575.8746999029	20000	20000	67739.0968222343	28798.4731591873	21142.5221314278	23335.6099039611	22438.6571474604
ESS	888.270291329779	1605.26540261687	489.339177218418	1801	1801	1750.59386419037	1801	1801	531.746091840082	1250.76075390854	1703.67564361951	1543.56368435375	1605.26540261687
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
