trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-81950.2363695598	-81121.7394864969	-828.49688306295	0.110676968328648	0.115325452700551	0.177239943084285	0.596757635886521	3.91810614143559	0.114381847565941	222.244847944757	457.134318220325	2854.73792605942	-81121.7394864969
stderr.of.mean	0.598336630752461	0.333306136786531	0.26881750360589	3.31874960143717e-05	3.37696576881793e-05	3.97323021335292e-05	5.08285153656586e-05	0.00237046977780253	0.000137627072200432	0.669988124449907	5.90253011510851	15.2890814609698	0.333306136786531
stdev	13.4987790819991	9.52192115123164	8.55473204823118	0.00140802599165381	0.00121953295747835	0.00168569855610755	0.00215647094077331	0.0994455265693219	0.00350115434082718	25.5527339637202	241.501342077234	598.515675357047	9.52192115123164
variance	182.217036704615	90.6669824102724	73.1834404170336	1.9825371931727e-06	1.48726063437588e-06	2.84157962206307e-06	4.65036691839971e-06	0.00988941275464971	1.2258081718293e-05	652.942213020659	58322.8982251053	358221.013648102	90.6669824102724
median	-81949.9638457339	-81121.4737067217	-828.225599930575	0.110696740694952	0.115313125782138	0.177212596017365	0.596748834360972	3.91855679164964	0.114456241114135	220.319019223801	398.453063972652	2755.28204221579	-81121.4737067217
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.110668020372328	0.115319006722965	0.177231932695033	0.596753741164155	3.91684353539676	0.11432819924056	220.806457443395	405.867614004022	2797.89169271126	NaN
HPD95.lower	-81978.0430293043	-81140.8803764841	-845.327451068119	0.107786645775154	0.112820437317776	0.173700692407345	0.592863753888236	3.72589784417133	0.106629182931535	174.723946964534	137.422418240924	1889.22082856198	-81140.8803764841
HPD95.upper	-81925.4970714887	-81104.0471181739	-811.741224605385	0.113383670918479	0.117580468770471	0.180406316963168	0.600899362212343	4.10802704764001	0.120586082492237	273.160098845047	944.559918175357	4026.28194861019	-81104.0471181739
ACT	70730.148554921	44110.2810396902	35547.1373178358	20000	27603.7827356302	20000	20000	20455.0576877531	55627.2507641372	24749.2378631496	21505.0121720803	23491.6811443781	44110.2810396902
ESS	509.259498755767	816.589673676969	1013.3024124541	1801	1304.89362073939	1801	1801	1760.93367957431	647.524360905897	1455.39835202893	1674.95836374203	1533.30873932027	816.589673676969
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
