trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-2301.71982079897	-1927.73441440446	-373.985406394509	0.0683014173070949	0.498219360048824	0.244518771059538	0.188960451584543	7.34495164575794	0.000956013480188729	6.8467190160956	66.2386870315421	274.363438438823	-1927.73441440446
stderr.of.mean	0.481586742402837	0.159845159695318	0.47517425796663	0.000207866128306551	0.000457453032130798	0.0003738292386907	0.000321394809261114	0.0339285958874341	2.88061990978946e-06	0.0302692970399704	0.125280105378232	0.585669932364381	0.159845159695318
stdev	14.8039927491229	6.78165473507243	13.7207743126498	0.0088190115733144	0.0182015914868796	0.015819572773672	0.0136356248397379	1.36818374203904	9.88889614123642e-05	0.960205330853904	4.96138494212987	18.291158781008	6.78165473507243
variance	219.158201316084	45.9908409457304	188.259647738671	7.77749651302533e-05	0.000331297932655247	0.000250258882741503	0.000185930264770077	1.87192675197995	9.77902668921606e-09	0.921994277400256	24.615340543993	334.566489552045	45.9908409457304
median	-2301.4234237183	-1927.3135837861	-373.896557940746	0.0680480833740333	0.498906343097577	0.244239382450562	0.188715262848249	7.20902489367763	0.000953873211158312	6.75972049884411	65.7899640839819	273.022837512651	-1927.3135837861
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.0677355439928111	0.497885716375821	0.244006573631133	0.188467076798334	7.22155707982598	0.000950959639536353	6.78088337191213	66.0566058324145	273.760985601476	NaN
HPD95.lower	-2331.40656799468	-1941.53524982056	-401.080853406259	0.0505496605949663	0.463316036006509	0.215569673232895	0.162313603037276	4.72348477703415	0.000765917169117129	5.07527801993534	56.8789641709014	242.977803258349	-1941.53524982056
HPD95.upper	-2273.98476467207	-1915.43159243703	-346.840797017465	0.0849669492318576	0.533602705212958	0.276260054994263	0.214724629869376	9.8863773942052	0.00115234376036648	8.82129581264105	76.5347926051041	312.920946374152	-1915.43159243703
ACT	38097.2549938898	20000	43176.8480632034	20000	22739.2775206228	20102.9317374525	20000	22138.3520726743	30547.7094625441	35774.9315660084	22954.1247877128	36908.4480446453	20000
ESS	945.474943162625	1801	834.243387735783	1801	1584.04329105586	1791.77845651704	1801	1627.04070663236	1179.13914443129	1006.8502837955	1569.21687640564	975.928328290297	1801
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
