trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-52374.7736258643	-52047.4639225751	-327.309703289138	0.143408639155728	0.325574162149103	0.2569567354523	0.274060463242869	1.73449719091994	0.148506110965774	4.63450943262855	47.9076586216213	201.375428537764	-52047.4639225751
stderr.of.mean	0.224659087763402	0.21486857817186	0.0797571869824236	7.03354844025197e-05	9.04715523027514e-05	9.34798030711692e-05	8.42912208477531e-05	0.000922033346536278	5.80199437652011e-05	0.0099819710053635	0.0379643092777288	0.118381673412662	0.21486857817186
stdev	8.54703344048098	8.18702542275398	2.59143614663026	0.00275033696871033	0.00383838229592185	0.0036397894935542	0.00357617307947765	0.0368731737323979	0.00210774852402886	0.423499097895188	1.57062721971627	4.56206852874787	8.18702542275398
variance	73.0517806327001	67.02738527282	6.71554130206187	7.56435344145473e-06	1.47331786496463e-05	1.32480675573875e-05	1.27890138943807e-05	0.0013596309410996	4.44260384054584e-06	0.179351485918038	2.46686986331368	20.8124692609918	67.02738527282
median	-52374.241140414	-52046.8836100833	-327.292340143535	0.143457387325937	0.325599360743583	0.256980839703203	0.273969492883528	1.73415448650637	0.148505814341307	4.61853493296792	47.6223383745614	200.861172711959	-52046.8836100833
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.143382289280459	0.325551542541088	0.256930969425339	0.27403715326262	1.7341055490615	0.148491157875553	4.61538202972127	47.8851626134803	201.325847973328	NaN
HPD95.lower	-52390.6393278926	-52063.6446584741	-332.552061784277	0.138062988850004	0.317955743850271	0.249963057148242	0.2668271577767	1.66635462978997	0.144206779410238	3.83976611416045	46.7943966749698	193.945241436672	-52063.6446584741
HPD95.upper	-52358.1949519987	-52032.473503337	-322.629671216099	0.148682553783675	0.332929483779572	0.263999304248404	0.280368627800105	1.80745434140818	0.152500285509841	5.45032221079053	49.2688099967128	208.789498688785	-52032.473503337
ACT	24872.5059019103	24796.8153931861	34100.5197544038	23543.9604444403	20000	23745.7237067387	20000	22509.9527712154	27278.4309447314	20000	21033.2862705795	24240.8423315434	24796.8153931861
ESS	1448.18540367634	1452.605886234	1056.28888531379	1529.90403143944	1801	1516.90470439434	1801	1600.18105617976	1320.45717999616	1801	1712.52364165192	1485.92196208995	1452.605886234
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
