trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-4154.89533555933	-4113.12049556261	-41.7748399967156	0.554429080451688	0.207671044063886	0.0635519905591029	0.174347884925322	1.31525403692746	0.0118127976024118	0.519017717300921	46.3836712435512	77.3548584878824	-4113.12049556261
stderr.of.mean	0.361033653472209	0.191948632998341	0.299348910617952	0.000348229241052043	0.000264289721494022	0.000152638968640339	0.000252563453310558	0.003231524879456	1.46199196927464e-05	0.00164061875665791	0.00707059293962658	0.0572516124734268	0.191948632998341
stdev	12.23151777754	7.28192558802451	9.88253902168043	0.0147741131853644	0.0112128615255993	0.00647592198856334	0.0107153581773422	0.13141200297713	0.000601583985082541	0.0616097939464211	0.29997980658399	2.01762544025171	7.28192558802451
variance	149.610027142278	53.0264402695261	97.6645775150364	0.000218274420413958	0.000125728263592266	4.19375656019582e-05	0.000114818900868734	0.0172691145264613	3.6190329110779e-07	0.00379576671012047	0.0899878843581681	4.07081241715092	53.0264402695261
median	-4154.25598642509	-4112.58950102579	-41.9067333771442	0.554757691072241	0.207460862858415	0.0635260589582069	0.174142671270918	1.30381798024025	0.0118094293495752	0.515393250308459	46.3214611535707	77.310127807242	-4112.58950102579
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.554232008269593	0.207367088469979	0.0632226072195275	0.174019496860007	1.30877265522151	0.0117974872768075	0.515391274458852	46.3827060280883	77.3286034639914	NaN
HPD95.lower	-4179.7267515031	-4127.69851115126	-60.3882353590701	0.525657188648861	0.183992953034931	0.0515204777552507	0.152664246908105	1.07630208892724	0.0106374528118797	0.406001860379186	46.0000158896095	73.6066430451007	-4127.69851115126
HPD95.upper	-4133.03023059151	-4099.51351816505	-21.2471009712694	0.583591934834629	0.228229047117955	0.0767555253960592	0.194541953007589	1.58350980583211	0.0129515980981612	0.64137805548764	46.9900091966481	81.5692844133377	-4099.51351816505
ACT	31364.4038649769	25013.8153991633	33030.9188529771	20000	20000	20000	20000	21769.4423804368	21261.7892120833	25528.0827464355	20000	28986.5629259921	25013.8153991633
ESS	1148.43566468106	1440.00423067026	1090.49343012005	1801	1801	1801	1801	1654.61289134211	1694.11894929	1410.99511302037	1801	1242.64474170206	1440.00423067026
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
