trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-24027.8075627256	-23468.0280611028	-559.779501622759	0.33187872463808	0.275166472480354	0.283685466304112	0.109269336577454	3.74065410895414	0.0169153003427417	28.9859821845058	55.3767747012954	517.295132432216	-23468.0280611028
stderr.of.mean	0.252069944635985	0.226203378060986	0.138831903372268	0.000161324873511401	0.000167583482991222	0.000137201032830395	9.21576512676437e-05	0.00282903017606361	1.18101227674333e-05	0.0683791333345951	0.0274333991947613	0.332955165856156	0.226203378060986
stdev	9.25490003253231	8.49483018633079	3.81514934992436	0.00628573834397548	0.00685983491048355	0.00582094594371589	0.0039099174055921	0.120025566778089	0.000387786897593434	2.71528590965965	1.09535305499151	9.16152154632741	8.49483018633079
variance	85.6531746121665	72.1621398945969	14.5553645622282	3.95105065289236e-05	4.70573349990888e-05	3.38834116796624e-05	1.52874541185521e-05	0.0144061366804015	1.50378677945141e-07	7.37277757119621	1.19979831507923	83.9334770438215	72.1621398945969
median	-24027.2134676553	-23467.69172493	-559.659196057825	0.331724536460797	0.275031656167925	0.283684805348282	0.109171028730296	3.73505777438023	0.0169147198709089	28.8227592663095	55.3117696102857	516.827321407991	-23467.69172493
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.331819253819822	0.275081081401736	0.283625806298312	0.109199514793137	3.73873438853385	0.0169108574149843	28.8604570179084	55.3660103868117	517.214164081087	NaN
HPD95.lower	-24047.1507457435	-23485.4094774624	-567.146941825225	0.318742453072048	0.261680616853382	0.272532151045797	0.101441288876989	3.50832674766981	0.0161557558806279	24.0886978500173	53.3357093118679	499.905318863627	-23485.4094774624
HPD95.upper	-24010.709792682	-23452.1891473537	-551.796173497336	0.344090819540629	0.288437860043641	0.295519247144303	0.11654733128299	3.97587430410017	0.0176668035679409	34.7187007245271	57.5015462528365	535.560656668568	-23452.1891473537
ACT	26705.5197424023	25526.4920222826	47671.3921563036	23713.3240350745	21485.1041552935	20000	20000	20000	33390.6542536008	22830.6575023467	22581.5300680205	47548.7021117796	25526.4920222826
ESS	1348.7848335267	1411.08304143622	755.58942944017	1518.97726133724	1676.51037386874	1801	1801	1801	1078.74496038411	1577.70313869838	1595.1089182841	757.539078886372	1411.08304143622
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
