trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-1500.19211208523	-1287.51548228763	-212.676629797606	0.0789950491591113	0.138830167076803	0.689953644395325	0.0922211393687658	2.04065497550371	0.00101530748679727	2.00266514744877	49.7136726909961	138.295078533734	-1287.51548228763
stderr.of.mean	0.824745138683178	0.161221344085504	0.817596035627725	0.000220133186099883	0.00028668533296012	0.00039302410015357	0.000258554390048842	0.0100274539619108	4.11990143079621e-06	0.0137757417128628	0.0597174719033334	0.417209601300096	0.161221344085504
stdev	21.4781404124295	5.7694465570548	20.778025107416	0.00933945867805084	0.0121630267031587	0.0166745978100588	0.0106126627876968	0.425428776017578	0.000141482743061834	0.366916108076178	2.10223626193219	11.1327065108188	5.7694465570548
variance	461.310515576035	33.2865135747115	431.726327364412	8.72254883990192e-05	0.000147939218581752	0.000278042212127218	0.000112628611445364	0.180989643463814	2.00173665843009e-08	0.13462743036577	4.41939730098262	123.937154256028	33.2865135747115
median	-1499.26734009457	-1287.2783810132	-212.305126207316	0.0787450467639652	0.138744475419095	0.690166949234632	0.0915509008564058	1.99778618618321	0.00101044266230482	1.96972301206029	49.3559227027166	137.673938691016	-1287.2783810132
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.078447344417439	0.138295087456885	0.689751959459542	0.0916115815390778	1.99779463453306	0.00100558333359634	1.96985322370665	49.6703010389341	137.85184595762	NaN
HPD95.lower	-1545.2905148981	-1299.43677402881	-253.067111266261	0.0620415629199334	0.115985439020393	0.655937406119073	0.0709524405185157	1.3004389934279	0.000767814041514872	1.32660629525476	46.0195091799972	116.825141875745	-1299.43677402881
HPD95.upper	-1461.32509811652	-1277.38396586256	-173.686249560105	0.0975040596471938	0.163400023361695	0.722103334035161	0.112612953372106	2.90776356905791	0.00129966145484084	2.75699891690793	53.7507032731176	158.940893290962	-1277.38396586256
ACT	53082.1544090097	28111.1836326958	55740.567661485	20000	20000	20000	21367.6848220096	20000	30525.9420419952	50745.6468826132	29049.73322181	50560.2759284262	28111.1836326958
ESS	678.570800319406	1281.34056789076	646.20798659158	1801	1801	1801	1685.72310477446	1801	1179.97996426929	709.814579432258	1239.94254009042	712.416998099267	1281.34056789076
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
