trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-35512.6068890648	-34930.1362953086	-582.470593756231	0.422826372518902	0.181947446675139	0.14536308299841	0.249863097807548	1.13589698164457	0.0250260443696496	34.2352687329699	81.859922660661	646.554789025696	-34930.1362953086
stderr.of.mean	0.219674058784359	0.191894580338774	0.14222643387347	0.000123719201775494	9.20210915701591e-05	8.10357148506241e-05	0.000105762032672015	0.00077947577173822	2.03978361605825e-05	0.0962444608649315	0.150008742952252	0.545073691978122	0.191894580338774
stdev	8.58644824725654	8.14139628544101	3.32705266893962	0.00524896038228137	0.0039041236691985	0.00341835317657991	0.00448710233721307	0.0330703511345523	0.000519988035354867	3.12399227366134	6.0203277380831	16.3119535190217	8.14139628544101
variance	73.727093502815	66.2823334765927	11.0692794618982	2.75515850947594e-05	1.52421816243959e-05	1.16851384398339e-05	2.0134087384623e-05	0.00109364812416259	2.70387556912214e-07	9.75932772589576	36.2443460739328	266.079827606726	66.2823334765927
median	-35512.1247720055	-34929.9561250386	-582.512142130779	0.422856540858699	0.181947534954967	0.145374211859048	0.249886239514686	1.1368574564501	0.0250244733038306	34.1078257613384	81.0054453473018	645.091252561264	-34929.9561250386
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.422793806650454	0.181905562294354	0.145322958915719	0.249822868629925	1.13541585446243	0.0250206420429508	34.0940315353033	81.6741349732511	646.355173817604	NaN
HPD95.lower	-35530.1861369363	-34946.3384974652	-588.621356644674	0.412977859171153	0.174656192186436	0.138405699281623	0.241199281993645	1.0681275169225	0.0240551257485559	28.4193988971928	73.8369053828055	619.640215049146	-34946.3384974652
HPD95.upper	-35496.5140160782	-34914.8462286231	-575.658820402836	0.433312861796606	0.18955904484763	0.151614820512615	0.258630928791589	1.19907902512493	0.0260400941667266	40.4033058658958	91.9115082780104	676.411551903166	-34914.8462286231
ACT	23563.1203805529	20000	65787.5414088337	20000	20000	20231.1905144804	20000	20000	55396.6960212845	34169.1324794342	22350.9116416261	40197.6679846552	20000
ESS	1528.66001693596	1801	547.520080985476	1801	1801	1780.41919847568	1801	1801	650.219283586162	1054.16782301043	1611.56737485896	896.071881924844	1801
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
