trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-9314.62225971648	-8992.8820755173	-321.740184199174	0.0756541183739761	0.157440262805556	0.287438250826819	0.479467367993648	3.6168057655781	0.0117253804140235	4.60071314930273	47.7394634621805	202.974130364887	-8992.8820755173
stderr.of.mean	0.274821601055128	0.195288233658521	0.170543199344625	0.000120705755057031	0.000165870114825009	0.000248631629567741	0.000261591002355344	0.00487400808085888	1.11667696538907e-05	0.0121134593410514	0.0143494219557677	0.136464239033502	0.195288233658521
stdev	10.0851018594151	8.16214130037263	5.63753835878495	0.00512111068544911	0.00703727189333829	0.0105485450492264	0.01109836458706	0.206786618020478	0.000428404418426646	0.461593923029214	0.608794320312065	4.76846729795465	8.16214130037263
variance	101.709279514778	66.6205506072486	31.7818387467717	2.62257746526211e-05	4.95231957007691e-05	0.000111271802655559	0.000123173696507308	0.0427607053923471	1.83530345727473e-07	0.2130689497775	0.370630524444229	22.738280371663	66.6205506072486
median	-9313.97081382023	-8992.23155856993	-321.821576462846	0.0756712960728834	0.1573883422142	0.287535174642642	0.479332802564134	3.60560978485738	0.0117224756206584	4.55499844486971	47.6984586524515	202.920185226331	-8992.23155856993
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.0754804820018642	0.157283046583394	0.28724445077808	0.47933890534947	3.61091472460495	0.01171755436944	4.57788393437066	47.7355940406637	202.918201704673	NaN
HPD95.lower	-9333.77389142729	-9009.02150392957	-332.858735658652	0.0663868866018092	0.14270433056583	0.267818647533803	0.458551371805112	3.24470246639969	0.0109333623749252	3.72745557019512	46.5989971301063	193.52455255086	-9009.02150392957
HPD95.upper	-9295.06066250531	-8977.50491067901	-310.943581671742	0.0863119548609861	0.169755245028755	0.309384290436407	0.502296990338571	4.05479119018601	0.0126095134574516	5.48365923289077	49.002331178609	211.795701181752	-8977.50491067901
ACT	26732.7427784126	20608.4962542688	32945.2007957563	20000	20000	20000	20000	20000	24459.614015311	24792.4001811642	20000	29483.7326915313	20608.4962542688
ESS	1347.41131123616	1747.82281810294	1093.33071676527	1801	1801	1801	1801	1801	1472.63157862804	1452.86457691845	1801	1221.6906311305	1747.82281810294
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
