trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-4564.41487955937	-4052.63742292221	-511.77745663716	0.339748038100578	0.388195286009357	0.201010852359726	0.071045823530341	2.50806768552841	0.00155127243256985	20.3303916197339	78.6567973934864	499.295716098415	-4052.63742292221
stderr.of.mean	0.46495850449567	0.184074861000094	0.430532768287452	0.00035112274550989	0.000377721810773232	0.000274798691531337	0.00016836837217469	0.00590814222856968	4.06537555902537e-06	0.0927130946313826	0.122575155996168	1.13056011247826	0.184074861000094
stdev	12.2785085817012	7.80963374235759	9.9222801601478	0.0146046690114306	0.0155075088801992	0.0114260613412891	0.00709965959147631	0.232310486801668	0.000107292125087807	2.40971090182726	4.85945891085634	25.8380873298671	7.80963374235759
variance	150.761772990911	60.9903791897703	98.4516435764626	0.000213296356933442	0.000240482831669456	0.000130554877774902	5.04051663148416e-05	0.0539681622780282	1.15116001058577e-08	5.80670663038513	23.6143409063011	667.60675686584	60.9903791897703
median	-4563.91542498118	-4052.23507055306	-511.668239797766	0.340038803843845	0.387720214625957	0.201172137622375	0.0707591032267415	2.49595838178262	0.00154965573960026	20.1221079603171	78.5704359747675	498.919417912045	-4052.23507055306
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.339433565555718	0.387885935002635	0.200684606785775	0.0706904702666551	2.49738144885744	0.00154757160646488	20.1892495473033	78.5076467190428	498.630056081985	NaN
HPD95.lower	-4590.56352723743	-4067.57824927563	-531.942025079542	0.312856921433775	0.355002707246245	0.179034368175153	0.0577821096708052	2.08647845183146	0.00133899424878287	15.8740529382103	69.4225059628576	447.484605030577	-4067.57824927563
HPD95.upper	-4542.91284125789	-4038.13602108935	-493.217357414988	0.370327335365842	0.415235105925652	0.222330270138852	0.0848064812498196	2.97630360650063	0.00175088311784199	25.0554270438361	88.2068437429921	545.993102126643	-4038.13602108935
ACT	51622.558132827	20000	67778.4790842241	20808.312250949	21358.0901684194	20822.7739821656	20246.4246145722	23284.4841191461	51685.4159791359	53291.0941037323	22905.0607186062	68923.7599384683	20000
ESS	697.756974912383	1801	531.437124094216	1731.03899853085	1686.4803789086	1729.83676578589	1779.07955037527	1546.95288998831	696.908389293807	675.910311202961	1572.57823685838	522.606428206425	1801
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
