trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-40753.7376807982	-40125.3334532651	-628.404227533171	0.157174218459618	0.164274726170563	0.0804527172259814	0.598098338143833	3.06805218972159	0.0332997740229549	48.6251967229334	134.731064801947	883.27433141986	-40125.3334532651
stderr.of.mean	0.246898642317128	0.207305447038232	0.128932163302498	8.18486738620589e-05	6.45414947065379e-05	5.29597548798746e-05	0.000101308696635141	0.00181040849492543	2.05879266058881e-05	0.11127899127614	1.28788297081848	2.7206085318417	0.207305447038232
stdev	8.89786607159788	8.24005059056533	3.31886453313522	0.00347254460325264	0.00273826329192293	0.00224689176158956	0.00429816331973578	0.076809115555509	0.00063240449437281	4.69019080429783	50.5206005287101	105.027193593787	8.24005059056533
variance	79.1720206280926	67.898433735076	11.0148617893029	1.20585660215791e-05	7.49808585589258e-06	5.04852258829905e-06	1.84742079231221e-05	0.00589964023241953	3.9993544450293e-07	21.9978897807199	2552.33107778151	11030.7113941869	67.898433735076
median	-40753.6234445369	-40124.9744617466	-628.290076166212	0.157210997644443	0.164272716914296	0.0804319145081407	0.597994559475426	3.0671089248714	0.0333100415695919	48.2613670518387	119.737770683412	855.941929995524	-40124.9744617466
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.157135873712373	0.164251925358204	0.0804213637869295	0.59808290480725	3.06709252318575	0.0332937648687784	48.4021021198285	127.942875738635	877.870605422911	NaN
HPD95.lower	-40770.363905084	-40140.7236632415	-634.949878897136	0.150223526562512	0.159152654220745	0.0757967453101216	0.590060158963879	2.91463830228692	0.0320498599281891	40.3978470717641	82.7253879505418	756.132239804431	-40140.7236632415
HPD95.upper	-40736.1638398779	-40108.6831058307	-621.843502095142	0.163384259129455	0.169764587574894	0.0845759266174936	0.606273010308476	3.2138433842582	0.0346016071327826	58.5306781045702	233.044423378803	1089.2406138044	-40108.6831058307
ACT	27718.392559369	22785.7872231982	54330.7692062579	20000	20000	20000	20000	20000	38153.7907920087	20265.0512041993	23394.7365862158	24156.3301262933	22785.7872231982
ESS	1299.49815534397	1580.80998682056	662.976072789545	1801	1801	1801	1801	1801	944.073950511475	1777.44431223228	1539.66255902291	1491.12053907533	1580.80998682056
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
