trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-31951.9081642017	-31094.2156311427	-857.692533058957	0.0458757315886671	0.381721062336328	0.155805282352761	0.416597923722246	2.32956324167602	0.00626053338963339	289.580362264464	266.692393047069	2728.24122747018	-31094.2156311427
stderr.of.mean	0.299034363275697	0.198148350034475	0.2010069505573	5.12973518600935e-05	0.000128821041596887	0.000105012698183058	0.000123733162882944	0.00181044538126203	8.04450443637983e-06	0.742497309653206	0.995390058664777	4.19968921121497	0.198148350034475
stdev	9.4350124451096	8.20245442153617	4.46792311730265	0.00216963712711702	0.00508220196812925	0.00445531077220809	0.00524955270181501	0.0734794862325463	0.000186092771267648	27.1234183890547	38.0380042584744	110.064957487892	8.20245442153617
variance	89.019459839373	67.2802585373782	19.9623369821274	4.70732526336459e-06	2.58287768448568e-05	1.98497940769534e-05	2.75578035691333e-05	0.00539923489699895	3.46305195180731e-08	735.679825107712	1446.88976796772	12114.2948668114	67.2802585373782
median	-31951.5097508324	-31093.8689831659	-857.531754290238	0.0458256503269084	0.381683972245035	0.155676536071015	0.416895265108133	2.32703788496278	0.00625887066912715	288.713181143794	261.671143307252	2720.52484802521	-31093.8689831659
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.0458245258940546	0.381687274234934	0.155741610021346	0.416564839515699	2.32840624917743	0.00625776371941602	288.320123163045	264.641915084803	2726.12326096697	NaN
HPD95.lower	-31971.1661800525	-31110.2247982597	-865.600201248561	0.0418923021763089	0.371338026930427	0.147571704585947	0.406672973847656	2.18328212903408	0.00590249888563503	235.769592861648	215.649847526018	2536.04467202005	-31110.2247982597
HPD95.upper	-31934.4382458303	-31079.4818503787	-848.15050449791	0.0502699288355074	0.390642290166206	0.164588933034741	0.426632819982823	2.46652274859065	0.00663849119836414	340.942266217972	329.884243850523	2920.53264678734	-31079.4818503787
ACT	36162.5966653266	21008.5285765007	72864.0210099468	20124.1733988881	23129.8139471697	20000	20000	21854.5062511999	67273.179032408	26977.5986392377	24652.0772077806	52412.9412366503	21008.5285765007
ESS	996.056791312685	1714.54178091704	494.345487673304	1789.88718125388	1557.29743794189	1801	1801	1648.17267368016	535.428836842211	1335.18184778724	1461.13447951686	687.234853647417	1714.54178091704
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
