trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-14241.4750866269	-13668.8904525272	-572.584634099748	0.479557056619033	0.214339382079281	0.216092546184685	0.0900110151170024	1.63897794546711	0.00722071103186374	32.268493242325	52.3843584314311	530.105595712275	-13668.8904525272
stderr.of.mean	0.239832212235335	0.199933499931253	0.148162187450899	0.000222190362895893	0.000192077225420929	0.000174200521502585	0.000118988604171278	0.00182456842985524	7.26216911437738e-06	0.0858278466954761	0.0303499738926848	0.412061142172503	0.199933499931253
stdev	9.74718953782433	8.48245870624323	4.80067305724498	0.00942673728433538	0.00814914525881372	0.00729345396766972	0.0050482581545536	0.0774098706234013	0.000228668193127412	3.10065988442519	1.02708650772754	12.4977791764947	8.48245870624323
variance	95.0077038862721	71.9521057031216	23.0464618025579	8.88633758278789e-05	6.64085684492462e-05	5.31944707785171e-05	2.54849103950169e-05	0.00599228806993172	5.22891425481553e-08	9.61409171888362	1.05490669435596	156.194484344424	71.9521057031216
median	-14240.9877214253	-13668.2546081515	-572.508965858769	0.479314552993683	0.214098463105228	0.216151137888365	0.09006627134733	1.63830090610872	0.00721865301605422	32.175922632751	52.34275337795	529.574034899351	-13668.2546081515
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.479464493519206	0.214184818254466	0.215969508234781	0.0898690674716779	1.63715328792844	0.00721708939853043	32.1211455676982	52.374331783519	529.958833629218	NaN
HPD95.lower	-14261.4779261385	-13685.5532044309	-581.660527789781	0.462013250979036	0.19892921548361	0.20244548290431	0.079867163221221	1.48361109816158	0.00679675514347447	26.0984967284554	50.4798416754851	507.688336898146	-13685.5532044309
HPD95.upper	-14224.0038537245	-13653.5614153853	-563.567034282922	0.498924542398496	0.23095422876063	0.231184670774789	0.0997047647281338	1.78777640121652	0.00766806786270044	37.9091186646087	54.4008628260162	555.60597051429	-13653.5614153853
ACT	21795.0852101244	20000	34290.4251119916	20000	20000	20536.8946760761	20000	20000	36309.7754206027	27583.5741499924	31434.3845698008	39134.5187061994	20000
ESS	1652.66617004405	1801	1050.43900395984	1801	1801	1753.91657639266	1801	1801	992.019355194407	1305.84962645278	1145.87896321039	920.415050212282	1801
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
