trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-51615.5627252181	-50902.5459664379	-713.016758780126	0.0846287167219924	0.208372870097181	0.575920959825292	0.131077453355537	5.01765198201086	0.0394670158072795	92.5182006044686	207.633672190247	1444.6391557102	-50902.5459664379
stderr.of.mean	0.239301464067677	0.209703130807687	0.104123751796145	3.54616209052612e-05	7.2829984118158e-05	8.84351497568527e-05	5.16592354887765e-05	0.00266298237165066	2.15020117564677e-05	0.256257715923204	2.44713990780351	5.39604770270834	0.209703130807687
stdev	9.15985947668772	8.24790672832851	3.75465824006343	0.00150450892466125	0.00295778341373997	0.00375198506628893	0.00219171540527383	0.111462609593873	0.000752982533550083	8.60648162600958	103.823337377081	228.934880002004	8.24790672832851
variance	83.9030256326659	68.0279653992068	14.0974584996762	2.26354710438536e-06	8.74848272259529e-06	1.40773919376551e-05	4.80361641771464e-06	0.0124239133374761	5.66982695831502e-07	74.0715259788404	10779.2853841152	52411.1792815321	68.0279653992068
median	-51615.1110451349	-50902.0736099134	-712.833968980097	0.0846369294623274	0.208470786783222	0.575980263035999	0.131066981633456	5.01608801629992	0.0394535343429594	92.1304572848449	180.129654776085	1392.45357266042	-50902.0736099134
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.0846153443524728	0.208351864645214	0.575908741062217	0.131059147349404	5.01641660631302	0.0394598404278419	92.1216807321384	188.213257681757	1428.6688696866	NaN
HPD95.lower	-51633.2816853014	-50919.8214872624	-720.159788900993	0.0815544381683206	0.20236358908794	0.568285045200105	0.126406987754737	4.80974540239112	0.0379315107438256	76.9663715875011	83.913468816008	1150.00690130269	-50919.8214872624
HPD95.upper	-51598.3538099963	-50887.8234377239	-705.868912489261	0.0873761729945574	0.21379415519633	0.582735433595556	0.135064101329387	5.23498598886375	0.0408828521920613	109.907095359932	424.585317411135	1929.60008441514	-50887.8234377239
ACT	24570.5826882017	23271.5180093056	27686.0601729593	20000	21826.7994849701	20000	20000	20548.5194795872	29355.5858582745	31915.744276108	20000	20000	23271.5180093056
ESS	1465.98069964764	1547.8148002892	1301.01573770256	1801	1650.26485100591	1801	1801	1752.92434259228	1227.02371446104	1128.59658507054	1801	1801	1547.8148002892
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
