trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-28040.4350192058	-27470.2701206513	-570.164898554492	0.472715839781347	0.103585947200882	0.18623606731159	0.23746214570618	3.27004126101188	0.0201442318815256	31.3867137116935	89.1215146752559	584.474250421302	-27470.2701206513
stderr.of.mean	0.242683038864193	0.203421705528031	0.109209968137027	0.000153458011916328	8.00158473594151e-05	0.000112618362270799	0.00013458094835315	0.00237880061271271	1.51596113049101e-05	0.0785226788071788	0.116418308461209	0.372522604148354	0.203421705528031
stdev	9.14342283264705	8.40766307439324	3.19783164963247	0.00639865583608727	0.00339478437232721	0.00430327151597812	0.00570978519080184	0.0986977315901696	0.000439839473754449	2.95996526018652	4.93920975980736	13.7929516087044	8.40766307439324
variance	83.6021810965715	70.6887983725155	10.2261272593911	4.09427965086936e-05	1.1524560934597e-05	1.85181457402286e-05	3.26016469251e-05	0.00974124222104516	1.9345876267259e-07	8.76139434151106	24.3957930513763	190.245514080061	70.6887983725155
median	-28040.1039985401	-27470.0578802174	-570.031621193605	0.472739326346368	0.103614640750665	0.186287494728326	0.237445380147374	3.26933520937653	0.0201548090438582	31.2312949513153	88.5110398304209	583.370938561227	-27470.0578802174
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.472672549518591	0.103530340729861	0.186186361986508	0.237393549278184	3.2685500276518	0.020139426122087	31.2479440443386	88.9873184440809	584.312338416311	NaN
HPD95.lower	-28058.7950759299	-27488.8953292444	-576.59853230324	0.460297641798494	0.0967753473422574	0.17737517674432	0.226338930944897	3.09048324198601	0.0193377185134032	25.5560208278721	79.7711015228987	556.231491730826	-27488.8953292444
HPD95.upper	-28022.6368487632	-27455.0532594064	-563.818490039656	0.484811087621284	0.110174601914373	0.194401271645808	0.248228452808508	3.46651079704936	0.0210963495308518	36.8714053485076	98.8016635769211	610.744891108808	-27455.0532594064
ACT	25360.8384671959	21073.9696329974	41987.0859853773	20706.3713717661	20000	24656.0376089443	20000	20912.4110954822	42765.1591956547	25334.9092590551	20000	26259.9081186605	21073.9696329974
ESS	1420.30004436137	1709.21760955754	857.882826461083	1739.56118883845	1801	1460.8997833023	1801	1722.42214613797	842.274428003531	1421.75366138823	1801	1371.67273538188	1709.21760955754
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
