trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-4585.42618627736	-4409.78163588535	-175.644550392011	0.0796793214357452	0.40499626004236	0.162375473412517	0.352948945109382	1.93449857922776	0.00776486827589739	1.48829032247698	46.3909551542553	114.587152180017	-4409.78163588535
stderr.of.mean	0.3209627469614	0.20331529955978	0.26408445489295	0.000185538233248768	0.000337299703364569	0.000265967071597489	0.000325211566804539	0.00441991898833835	1.14689401259209e-05	0.00472270464165649	0.00776898777840412	0.0959099227365427	0.20331529955978
stdev	11.1174390712161	7.66917060540632	8.50371441435627	0.00787171935920274	0.0143104122440804	0.0110181405035128	0.0137975561232145	0.181438848666537	0.000399040802563572	0.165347127887844	0.329610185598117	3.1195641515165	7.66917060540632
variance	123.597451502202	58.8161777748284	72.3131588409306	6.19639656700471e-05	0.000204787898595527	0.00012139942015515	0.000190372554973254	0.0329200558054386	1.5923356211058e-07	0.027339672700759	0.108642874450025	9.73168049542688	58.8161777748284
median	-4585.26084115782	-4409.31013914697	-175.515034158847	0.0795862184516396	0.404995623155719	0.16207426593512	0.352856983339677	1.9229543960416	0.0077604730722723	1.4821230094211	46.3048221159385	114.426620032835	-4409.31013914697
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.0792913675172162	0.404742952173584	0.16200109399986	0.352679343781673	1.92602603138624	0.0077546266522895	1.47927316341394	46.3897923333626	114.544874379373	NaN
HPD95.lower	-4606.84554987321	-4425.03411367936	-192.193430932352	0.0645105515526687	0.376770044755746	0.140642452248058	0.326408963800127	1.61730422562893	0.00694172036214831	1.18067928753933	46.0000108873524	108.464289698433	-4425.03411367936
HPD95.upper	-4562.77440790535	-4394.38119051119	-159.179202095421	0.0949658835599941	0.431591423750427	0.183061382239746	0.380424319303446	2.31689782867494	0.00851300816617145	1.80859448582478	47.0650038854011	120.383995249015	-4394.38119051119
ACT	30005.5856170459	25301.4662676471	34719.2798755627	20000	20000	20976.9091568269	20000	21363.4024856581	29738.1759834302	29369.0992474762	20000	34028.4060911737	25301.4662676471
ESS	1200.44315947419	1423.63290802868	1037.4639142603	1801	1801	1717.1261853073	1801	1686.06101131041	1211.23770402294	1226.45913299827	1801	1058.52739336336	1423.63290802868
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
