trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-3110.77227585857	-2714.17579765191	-396.596478206666	0.138597898463585	0.292437081824201	0.0883556743602915	0.480609345351916	3.88331219476005	0.0016059700170794	8.28583611153968	53.4439668963214	277.65141651729	-2714.17579765191
stderr.of.mean	0.382251108359744	0.175576704696739	0.35008425439038	0.000292111473104953	0.000376438560092135	0.000239968419150896	0.000413630898816856	0.015269047743266	3.41906615124924e-06	0.028775172978294	0.0541848784971051	0.383318567511501	0.175576704696739
stdev	12.6963017738218	7.14229171988941	10.8834837042714	0.0123472414759075	0.0153003184802303	0.00967121682215714	0.0170005137598759	0.562147191344775	0.000120196975865838	1.02092946644793	2.29062474182326	12.3375076480355	7.14229171988941
variance	161.196078731951	51.0123310120008	118.450217541142	0.00015245437206437	0.000234099745596478	9.35324348211752e-05	0.000289017468099729	0.316009464736819	1.44473130072928e-08	1.04229697546166	5.24696170785289	152.214094965335	51.0123310120008
median	-3110.39409491811	-2713.69951299402	-396.399726435316	0.138376533390945	0.292294539216762	0.0883215615473016	0.480502594352038	3.84552121478095	0.00160394444980268	8.20486353223939	53.2214962096393	276.964518885666	-2713.69951299402
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.13804612124206	0.29203633867162	0.0878224847434179	0.480308611326856	3.84321231998375	0.00160148930217829	8.2239273369616	53.3955733938973	277.379235936555	NaN
HPD95.lower	-3137.64135474814	-2728.8049419814	-417.019810806684	0.115097943863828	0.265379453348305	0.0690001988106955	0.447275871238173	2.94426855745211	0.00137573670544527	6.39555853296735	49.2854524715981	253.958446201792	-2728.8049419814
HPD95.upper	-3087.16600571838	-2701.43530774874	-373.904332010006	0.163174203394338	0.326273842346845	0.105961277138331	0.513385404931559	5.12766230490376	0.00184040114407416	10.2537481739389	57.9457244873629	301.661131408297	-2701.43530774874
ACT	32632.1283507027	21755.0950489339	37248.7463173757	20149.2883949919	21791.6257677402	22164.0084850136	21311.0192816662	26559.8845275223	29129.3163217816	28598.7318193897	20144.2303835443	34750.9922769037	21755.0950489339
ESS	1103.82012515051	1655.70409685547	967.012411453899	1787.65618387559	1652.92853245136	1625.15729157725	1690.2054061294	1356.18059493725	1236.55494011941	1259.49640800432	1788.10504616868	1036.51716512106	1655.70409685547
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
