trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-5202.50195471533	-4922.83974278962	-279.662211925709	0.18784677186377	0.403888259039469	0.23098465996103	0.177280309135735	3.0035676459793	0.00587462029776541	3.37040187158027	48.8195522522563	167.875096688249	-4922.83974278962
stderr.of.mean	0.316084117994167	0.201357386432678	0.20238329756037	0.000257069683687534	0.000341605798809484	0.00029451438739564	0.000242950346050569	0.00627643565197608	7.52188381020978e-06	0.00928637875969134	0.0210945523074072	0.137465140386746	0.201357386432678
stdev	11.0051432727473	7.8350423587736	7.22395077877239	0.0108497765243187	0.0144931043732593	0.0118933909719643	0.0103075086403733	0.254396672915461	0.000300767763296585	0.361672397839817	0.894965920847661	4.81690363715208	7.8350423587736
variance	121.113178453695	61.3878887637765	52.1854648541263	0.000117717650627656	0.000210050074374188	0.000141452748812002	0.000106244734371369	0.0647176671904561	9.04612474384306e-08	0.130806923359203	0.800963999478703	23.202560649609	61.3878887637765
median	-5201.98743681183	-4922.79738117255	-279.56918022968	0.18793182135048	0.404543353961385	0.230818504195723	0.177358072277641	2.99190785819548	0.00586714282701951	3.34602900102951	48.7662475375762	167.890071770764	-4922.79738117255
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.187533263318309	0.40362755241635	0.230678699683894	0.176979732810276	2.99282930781275	0.0058669296976194	3.35131502972662	48.8113867784801	167.806223201769	NaN
HPD95.lower	-5223.62383599325	-4938.6765899639	-292.994812044053	0.164200922345521	0.376294426363432	0.206140626077092	0.158594724260383	2.52813222678634	0.00528378368912621	2.72507986368068	47.1799238847333	158.792469713812	-4938.6765899639
HPD95.upper	-5180.89075210471	-4908.32660748088	-265.055798231823	0.206543774651452	0.432065727023338	0.252042938810464	0.199205743599436	3.50673288091549	0.00647202141769751	4.1117081931548	50.5342077015765	177.342177298171	-4908.32660748088
ACT	29697.2554362172	23776.876407574	28255.4446482843	20209.8228668588	20000	22075.1674340068	20000	21913.1935006496	22516.0931004001	23733.6439001158	20000	29319.1658406134	23776.876407574
ESS	1212.90669696271	1514.91724070728	1274.79855469863	1782.30161824266	1801	1631.69770320796	1801	1643.7585876715	1599.74467326039	1517.6767693824	1801	1228.54791285039	1514.91724070728
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
