trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-22501.2187916945	-21868.1570601003	-633.061731594129	0.169172940957583	0.436431217882057	0.14215162668393	0.252244214476431	1.54734656964977	0.00972319402638275	51.5966242253055	91.7800604660428	806.79587029463	-21868.1570601003
stderr.of.mean	0.270647621472818	0.211912302579836	0.158651611275532	0.000123797253879602	0.00016512095461598	0.00011783380924045	0.000155173443708663	0.00126352692236299	8.99311322961325e-06	0.124124820719237	0.108810468127344	0.686023300011234	0.211912302579836
stdev	9.57661107164279	8.57315998349766	3.96156763774495	0.00525227185209638	0.0070054877224033	0.00482018641213411	0.00614983688407119	0.0536068990282066	0.000256354415187565	4.80982151055871	4.00088167698873	18.4757639797334	8.57315998349766
variance	91.7114796175113	73.4990721026455	15.6940181484281	2.7586359608324e-05	4.90768582287434e-05	2.32341970477223e-05	3.78204937006824e-05	0.00287369962342034	6.57175861861584e-08	23.1343829634333	16.0070541932642	341.353854634813	73.4990721026455
median	-22500.8442642929	-21867.6059245856	-633.103638388611	0.169066927279171	0.436307058136394	0.142310145179394	0.252299769032502	1.54547366785437	0.00972001199250683	51.2382655084797	91.5930150277922	806.842375770569	-21867.6059245856
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.16909149583835	0.436374991617262	0.142069733271895	0.252169207833063	1.54642037625523	0.00971981837792429	51.3769977881336	91.6935229925865	806.584649227515	NaN
HPD95.lower	-22518.628811628	-21885.7799791198	-640.966636739391	0.159432152823785	0.423338284152599	0.132072999712964	0.240165358517611	1.44900104950955	0.00923825839184906	43.0299588581189	84.1258848708928	769.997321206156	-21885.7799791198
HPD95.upper	-22480.8564923807	-21852.2122427226	-625.406199639186	0.179717072666891	0.450300728046693	0.150717692880494	0.263967822243982	1.65683760175011	0.0102491457634222	61.795715350355	99.5112694824651	841.701575680181	-21852.2122427226
ACT	28753.2603053356	21995.4499864477	57737.3956835899	20000	20000	21513.6715205531	22919.7549372224	20000	44303.7906674254	23975.1710671125	26627.6174472026	49633.5441784446	21995.4499864477
ESS	1252.72750350735	1637.61141609712	623.859105065897	1801	1801	1674.28418555095	1571.57003199464	1801	813.02298194732	1502.38761171593	1352.73086566684	725.718878154246	1637.61141609712
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
