trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-5469.94640212635	-5103.66498732323	-366.281414803119	0.146173768721936	0.145037724726759	0.121404755469547	0.587383751081759	2.31155948027043	0.00432343428557944	6.5474248510166	53.3387812663703	266.290123583269	-5103.66498732323
stderr.of.mean	0.358894338529289	0.187006862625779	0.340806108796676	0.000226523490114843	0.000208825731134745	0.000204517223194689	0.000324066952411797	0.00453898433959964	6.99545725562121e-06	0.0201617159823411	0.0420744773365714	0.386398480191547	0.187006862625779
stdev	10.8686798564769	7.93402801707925	8.53115617130277	0.00961057627438098	0.00885320343332541	0.00867692958439177	0.013693517969829	0.189095569343418	0.0002313817139897	0.722245966452814	1.52326007181359	10.0562658591739	7.93402801707925
variance	118.128201822586	62.9488005757985	72.7806256191573	9.23631763256946e-05	7.83792110318448e-05	7.52891070124932e-05	0.000187512434390029	0.0357571343453113	5.35374975688114e-08	0.52163923605736	2.32032124638155	101.128483030387	62.9488005757985
median	-5469.61143219659	-5103.5293016307	-366.41440474766	0.145418784279249	0.144931021650182	0.121307203460509	0.58708970974807	2.30508743142517	0.00431705538369079	6.52327635584861	53.2187976441036	265.943101566125	-5103.5293016307
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.145859709975054	0.144768195280353	0.121095006028689	0.587224046781835	2.30387217604335	0.00431727298997916	6.50785374556132	53.3171812718431	266.101021186306	NaN
HPD95.lower	-5491.7640842002	-5118.43472306994	-384.08235007819	0.128110382102318	0.129068836813169	0.104679233278617	0.559565097363687	1.96152313013672	0.00390671174862129	5.21217531160911	50.6913269131295	248.320398108426	-5118.43472306994
HPD95.upper	-5450.62710307021	-5087.96105198234	-350.927576700165	0.166666840380595	0.162995943644369	0.137919602139159	0.6135619562586	2.70613052856018	0.00482349383443767	7.88797783391885	56.6204879516058	287.386851495144	-5087.96105198234
ACT	39253.8256022675	20000	57451.4935869123	20000	20029.4719763044	20000	20162.3794851434	20742.3056329637	32906.1076070226	28053.5031886966	27465.7656059709	53149.5623962852	20000
ESS	917.617568411454	1801	626.963682771956	1801	1798.34995363897	1801	1786.49548911333	1736.54754863688	1094.62961800784	1283.97511561099	1311.45078993063	677.710189435493	1801
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
