trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-4735.32047606808	-4250.91559029591	-484.404885772167	0.242517621825289	0.351508164794612	0.105711205536884	0.300263007843219	2.20305538956418	0.00188060158412483	16.4824961583035	85.5305939650496	441.718667302988	-4250.91559029591
stderr.of.mean	0.38906548479299	0.182995088769184	0.337296114894498	0.000307106667397366	0.000324142895789855	0.000228661863404254	0.000310782025810451	0.00488104423415837	3.61491936854395e-06	0.0522373338382057	0.14396816122548	0.71101735926022	0.182995088769184
stdev	12.00147560515	7.76382289343035	9.97161380785418	0.0130294304131417	0.013752216258931	0.00893083659773997	0.0131853626405091	0.207085136677103	0.000128149320888505	1.92201888777696	5.46849536647345	22.4791414149663	7.76382289343035
variance	144.035416701011	60.2769459205532	99.4330819329881	0.000169766056890902	0.000189123452032406	7.97598423355316e-05	0.000173853787961733	0.0428842538325744	1.64222484441849e-08	3.69415660497138	29.9044415731416	505.311798754053	60.2769459205532
median	-4734.38412505623	-4250.24713083063	-484.02348308632	0.241924625460718	0.351092623626948	0.105396672323587	0.300078390419641	2.19095705848862	0.00187730485787655	16.3257140299685	84.9484434535765	440.586215928683	-4250.24713083063
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.242168808994036	0.351239848640237	0.105334492930647	0.299973014557974	2.19343662420565	0.00187623443563364	16.3724471406346	85.357881991818	441.15241919836	NaN
HPD95.lower	-4759.73204844479	-4267.32835152951	-503.161701341661	0.215984551808427	0.325577051069013	0.0875783291701598	0.275699243819663	1.80030514081601	0.00165411741692005	12.989622161891	75.4852328708538	403.252154071873	-4267.32835152951
HPD95.upper	-4713.92901969592	-4237.25892189259	-465.373652548944	0.267340235129091	0.377602862847365	0.121926139859676	0.326259215743501	2.58083564572897	0.00214351618319351	20.3545066127531	96.561194244538	489.061122951443	-4237.25892189259
ACT	37833.6710189871	20000	41190.2230596566	20000	20000	23599.6496964158	20000	20000	28646.1972537767	26591.8816823705	24951.6681311744	36016.6516867371	20000
ESS	952.06198684561	1801	874.479362440732	1801	1801	1526.29384178827	1801	1801	1257.40948024964	1354.54874650259	1443.590857759	1000.09296570076	1801
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
