trace	posterior	likelihood	prior	pi.A	pi.C	pi.G	pi.T	kappa	mu	Theta	psi.height	psi.treeLength	sim.treeLikelihood
mean	-7108.5522850273	-6674.94537708832	-433.606907938984	0.152809266995795	0.0810210081064024	0.403043483715526	0.363126241182279	2.24044628360825	0.00474639581388024	11.0579595572262	50.8999442153476	324.840395897458	-6674.94537708832
stderr.of.mean	0.284402801041039	0.206876511226507	0.197101175610466	0.000191097726547364	0.000149270835647801	0.000285971648833534	0.000306505386797555	0.00375490025278628	5.51798536097799e-06	0.0314094128424906	0.0291034429736388	0.293504934611933	0.206876511226507
stdev	10.7144819370127	8.36890816869294	6.55760331409084	0.00810758864748702	0.00603242976630578	0.0121327476546994	0.0125056835469396	0.153077579444483	0.000203980040745313	1.15139547568781	1.13934237086687	9.70617046481286	8.36890816869294
variance	114.800123178572	70.0386239360155	43.0021612249751	6.57329936768605e-05	3.6390208885412e-05	0.000147203565652613	0.000156392120976196	0.0234327453285821	4.16078570224596e-08	1.32571154143435	1.29810103805255	94.2097450920054	70.0386239360155
median	-7108.37241767087	-6674.37290277351	-433.512526391519	0.152671722557536	0.080699014307411	0.403019984065733	0.363234271792389	2.23838824443272	0.0047397774985204	10.9941182432364	50.8491460875369	324.120019157114	-6674.37290277351
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.152594302842963	0.0807972341442635	0.402860801517994	0.362911038577609	2.23522699978741	0.00474202416974296	10.998469271142	50.8872626704372	324.695923630726	NaN
HPD95.lower	-7128.7527393528	-6690.667331205	-446.68494556814	0.136744081836944	0.0696916003292121	0.380480224106658	0.338942705201905	1.95592285641638	0.0043531306043483	8.75445896751388	48.8974767271098	306.140251526669	-6690.667331205
HPD95.upper	-7087.81963914941	-6658.05551220612	-420.868996893058	0.168728806058758	0.0927957414796007	0.427207971654843	0.387185883527084	2.53966399707134	0.00515198761963625	13.2576636801952	53.3076040625749	344.015968788391	-6658.05551220612
ACT	25364.5844385418	21998.1991390416	32522.9935398359	20000	22042.8500548107	20000	21625.3786440327	21660.8753658815	26344.3875294569	26790.0155292109	23489.9779293248	32918.2964978732	21998.1991390416
ESS	1420.09028719852	1637.40676099586	1107.52412615034	1801	1634.08996161723	1801	1665.63557535393	1662.90601795049	1367.27414747161	1344.53076224331	1533.41991671405	1094.22430174439	1637.40676099586
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07	4e+07
log.every	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000
