trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-15370.4544092892	-15020.5443493075	-349.910059981732	0.35014570747904	0.19022118656683	0.187138380095154	0.272494725858973	0.253055725723038	0.267120967974182	0.0899214870291257	0.389901819273657	5.08521149006346	1.8278098455437	1.66703433824648	0.666482830876761	0.0235180636662772	5.70308126410508	46.3509312343138	210.157824513375	-7306.7425349711	-7713.80181433641
stderr.of.mean	0.259289370478994	0.214695341038706	0.126394418824124	0.000316363478099637	0.000228862484131398	0.000199816327620346	0.000278254889494834	0.000279044119656133	0.000294017211230811	0.000153714358256577	0.000295488445196558	0.00802210878507427	0.00264912886886974	0.00073967438899341	0.000369837194496708	1.71565477935436e-05	0.013484343773801	0.00609020305696643	0.0987299798903704	0.163655409888934	0.164281483177647
stdev	9.54280616919581	8.68487813874738	4.14430135104117	0.0122264016684143	0.00932289192367961	0.00847748750687382	0.0114683394404968	0.011674861421488	0.0108704365485268	0.00652154689892603	0.0125365110669981	0.299329684214931	0.109920930820788	0.0288594568538724	0.0144297284269362	0.000602159028964826	0.520677526757035	0.254901836326342	3.28902903721074	6.94330993512105	6.75070510330668
variance	91.0651495828416	75.4271082848921	17.1752336882417	0.000149484897757405	8.69163138206105e-05	7.18677944292017e-05	0.000131522809522454	0.000136302389210948	0.000118166390755547	4.25305739548917e-05	0.000157164109732967	0.0895982598522102	0.0120826110325085	0.00083286824990052	0.00020821706247513	3.62595496163862e-07	0.271105086869823	0.0649749461625411	10.8177120076154	48.2095528551507	45.5720193918109
median	-15369.8955440985	-15020.1651967583	-349.737020447657	0.34998879006366	0.190169159857675	0.186896333911114	0.272341329940587	0.252945078619426	0.26724441769518	0.0896640066007845	0.390006699070785	5.07991128002638	1.82255913802202	1.66551375249438	0.667243123752814	0.0235093698317032	5.69377882846966	46.3068189411527	210.00583272898	-7306.26038484615	-7713.63884851898
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.349932705147033	0.18999221822552	0.186946356371712	0.272253295365147	0.252786458785867	0.266899703246509	0.0896857472774001	0.389700397392477	5.07641093702406	1.8245139523084	1.66678525395235	0.666326079519971	0.0235103612542263	5.67949307114811	46.3502332069713	210.13215603667	NaN	NaN
HPD95.lower	-15389.2349614572	-15036.8427719227	-357.801971566018	0.326636069676439	0.172761908145671	0.170892286009286	0.249883900523927	0.229745481932747	0.244885759498712	0.0777847355403086	0.367883304441675	4.48471700305785	1.62170988128196	1.61052630767481	0.638269482769981	0.0224348705379192	4.70892069121586	46.0001813371538	203.82632457785	-7320.38195393851	-7726.52368144082
HPD95.upper	-15352.3175848535	-15002.3099471251	-341.97969785869	0.374359581224091	0.208866810569276	0.20356012658855	0.293453060391468	0.275415573832997	0.286399056101143	0.102949717729653	0.415893502102389	5.65836606871328	2.04814622760219	1.72346103446004	0.694736846162595	0.0247331133707603	6.74014838790419	46.8363394310351	216.362763095571	-7293.41092174045	-7700.90323923038
ACT	33222.2927656527	27499.8396841292	41856.7514778271	30129.2099728792	27118.1647937548	25000	26490.9120786175	25707.1931825798	32920.31005588	25000	25000	32321.3802606042	26137.1214428959	29560.8717009583	29560.8717009587	36530.0093371982	30181.0500294986	25687.9825349381	40548.525059609	25000	26649.6393740323
ESS	1355.26468078536	1637.28227208484	1075.69265196921	1494.39696694767	1660.32621832762	1801	1699.63947886651	1751.4553098123	1367.69671742377	1801	1801	1393.04075621053	1722.645705204	1523.1282911911	1523.12829119108	1232.5482751561	1491.83013698971	1752.76512815912	1110.39797215337	1801	1689.51629581422
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
