trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-7816.13714423949	-7425.93936677276	-390.197777466735	0.124609280638773	0.268047892232396	0.466469226203503	0.140873600925327	0.250401357491603	0.221888129100943	0.295220113103215	0.232490400304243	1.22632600318712	2.17011308024834	0.765222949045583	1.11738852547722	0.00717206599086495	7.97073759659219	53.1319785526936	251.58002623166	-2064.96461605778	-5360.97475071497
stderr.of.mean	0.294766736004677	0.248166064973418	0.189869056507741	0.000321945386275829	0.000482759420205997	0.000547123405731217	0.000348246939692178	0.000290604731859754	0.000276647916191215	0.000345425095257004	0.000281489105640072	0.00402071463934401	0.00358538387801933	0.000982702032260903	0.000491351016130449	8.22961600430527e-06	0.0209935161545817	0.0285525928323762	0.206361838428907	0.124427187389965	0.217629816291492
stdev	10.622570619067	8.66374833603757	6.19534221825697	0.0136326540491691	0.020481744421797	0.0232124766381322	0.0147748640749559	0.0123293126899037	0.0116476743088583	0.0133612884088262	0.0119425694827043	0.162003332026043	0.151629221976781	0.0411281236066786	0.0205640618033393	0.000296805656316393	0.827385774375165	1.21138373379192	6.83374235351491	5.27899766338449	7.36487504314565
variance	112.839006557065	75.0605352301938	38.3822652013171	0.000185849256424328	0.000419501854559813	0.000538819071675832	0.000218296608433424	0.00015201195140542	0.000135668316805238	0.000178524027943834	0.000142624965849221	0.0262450795875402	0.0229914209572839	0.00169152255140623	0.000422880637851557	8.80935976214049e-08	0.684567219638392	1.46745055049566	46.7000345542235	27.8678163300189	54.2413844011496
median	-7815.47039194818	-7425.57178712063	-390.022913005671	0.124359361917384	0.267217367008352	0.46618118260222	0.140062161695938	0.250235452505797	0.221402313330998	0.295101461227431	0.232246052001564	1.21386056700402	2.16393307702432	0.763478491704926	1.11826075414754	0.00716827638251727	7.92683980301935	53.0842262385834	251.4114187091	-2064.70898950999	-5360.72698652416
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.123863476157552	0.26726632344645	0.465890127336463	0.140096573312904	0.250097926051226	0.221582845070446	0.294917827987584	0.232183126179051	1.21581937488515	2.16483969113179	0.764126208345565	1.11719861474864	0.00716593396839024	7.92817322042174	53.1182403043541	251.487634951628	NaN	NaN
HPD95.lower	-7835.94403660924	-7442.41831428751	-403.291922777714	0.0993689769958681	0.230440742216808	0.421699249723712	0.112360265092722	0.226180700916306	0.19926698526536	0.271537601515811	0.209641400393793	0.934826054871899	1.86576185074846	0.687982800860332	1.07433265116509	0.00661182504899131	6.53566571232055	50.8925518460369	238.544522881009	-2076.33071963675	-5376.17240288434
HPD95.upper	-7794.46222937461	-7408.64916797015	-378.917466523406	0.150741786529045	0.309179120395103	0.511269878550258	0.170341203723998	0.275049436082109	0.243390972188903	0.323442662265391	0.256610049768419	1.55099725823853	2.45014497378975	0.851334697669832	1.15600859956984	0.00779323948742226	9.72924575465154	55.6024958514939	264.839948345971	-2055.54414196832	-5347.81890424129
ACT	34650.5450730028	36922.024967338	42265.9040224543	25096.6620941266	25000	25000	25000	25000	25385.6769738902	30076.2353624852	25000	27718.5806406221	25160.4201587906	25690.8394988669	25690.8394988667	34596.1025848355	28971.2109107834	25000	41034.9543211332	25000	39293.2910539267
ESS	1299.40235875482	1219.46182637139	1065.27947387757	1794.06328344108	1801	1801	1801	1801	1773.6379473476	1497.02911475951	1801	1624.36167218516	1789.51701584637	1752.57021094954	1752.57021094956	1301.44717572134	1554.12903308233	1801	1097.23528988582	1801	1145.86991296318
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
