trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-22644.6894814062	-22108.1635071845	-536.525974221768	0.365011951573662	0.238972583721318	0.188664853461367	0.207350611243652	0.142083318452551	0.221188907765053	0.148606713356621	0.488121060425772	1.53826751914085	1.36631120901814	1.2734358248929	0.863282087553552	0.0174649940476082	24.4466602962395	58.3841393763299	462.23195520976	-9054.12101209172	-13054.0424950927
stderr.of.mean	0.272140363542341	0.227255032014153	0.107970026740788	0.000253816596623279	0.000217426420606678	0.000208275681593258	0.00021940012211737	0.000152365745922626	0.000179173880679854	0.000145059830589634	0.000231173373463569	0.00191451205591365	0.00149077857663271	0.000572966330613409	0.000286483165306705	1.09278104965456e-05	0.0624438047407906	0.0295131003514359	0.259989913384342	0.160689327681468	0.176788250555146
stdev	9.20527729188581	8.3673890298913	3.44724794108801	0.0107685245371909	0.00914860822336761	0.00827699761657209	0.00900217314602857	0.0061194118346453	0.00735296192384937	0.00615436644351397	0.00952095137281776	0.0786462748240435	0.0632483686865239	0.0236880422270709	0.0118440211135355	0.00039343197925226	2.33479900571581	1.13606764333905	7.86721800530651	6.58964967414177	7.50048909061587
variance	84.7371300205085	70.0131991775453	11.8835183673356	0.000115961120708083	8.36970324246694e-05	6.850868954474e-05	8.1039121351078e-05	3.7447201201997e-05	5.40660490535786e-05	3.78762263210508e-05	9.06485150435603e-05	0.00618523654369898	0.00400035614150646	0.000561123344551494	0.000140280836137874	1.54788722298351e-07	5.45128639709154	1.29064969024195	61.8931191430189	43.4234828279167	56.2573365984477
median	-22644.3694527001	-22107.9184941753	-536.538532863055	0.365103838908024	0.238736354411854	0.188642043753125	0.20737627810869	0.141943272710619	0.221074247303945	0.14837892143889	0.488038432943647	1.53696057499221	1.36472672719212	1.27229772329193	0.863851138354033	0.0174643680170339	24.2806351544972	58.3342141739736	461.908294505508	-9054.03893414204	-13053.5897623586
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.364852830724889	0.23879779742626	0.188483375887799	0.207155016266962	0.141951871543065	0.221066705054574	0.148479679114817	0.488028249721166	1.53626011670516	1.36485078652127	1.27321613522651	0.863200701846011	0.0174605613476282	24.3368341039324	58.3731066628684	462.165163782245	NaN	NaN
HPD95.lower	-22661.265203178	-22123.5624162143	-543.364641643447	0.343398119191197	0.221102234901058	0.173067180396967	0.191590799649272	0.130612591601891	0.208348218852837	0.135763145627802	0.469989364870955	1.38443624076663	1.25377596808577	1.22733423966305	0.84036292456536	0.0166708119061668	20.1621995104026	56.278946264118	447.875030015291	-9066.97532173952	-13068.7742100373
HPD95.upper	-22626.0614098939	-22091.9072388898	-530.193412964783	0.384113214969002	0.257284032190448	0.204865418694838	0.226181314509509	0.154593950864943	0.236757558101882	0.159934458411037	0.507096666206435	1.69339767149618	1.49687322395878	1.31927415086928	0.886332880168474	0.0181996040979046	29.1016640741256	60.7564299775793	478.504530280378	-9041.45839289464	-13039.3776459131
ACT	39330.0546841759	33193.9911462395	44144.2106809165	25000	25417.1558869827	28493.3720077006	26729.5339171412	27897.6550424921	26720.0425722625	25000	26529.3926054958	26666.8843588596	25000	26327.6591583723	26327.6591583724	34716.7749873325	32187.8593115988	30369.2220706579	49145.4152104878	26758.5017848836	25000
ESS	1144.79881509332	1356.42019670481	1019.95254429737	1801	1771.44131311165	1580.19205265813	1684.46633374053	1613.93493221636	1685.0646805009	1801	1697.17417468023	1688.42371662519	1801	1710.17862731947	1710.17862731946	1296.92346182584	1398.81933632584	1482.58654420728	916.158705896771	1682.64278628019	1801
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
