trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-8320.19827246666	-7954.5800734992	-365.618198967461	0.261624938657289	0.266090515834014	0.181880931875747	0.29040361363295	0.603569203758735	0.238239699888982	0.150596028422591	0.00759506792969447	2.58079574064166	0.926113654374869	1.14815773208052	0.92592113395974	0.00881460649386001	6.40806215244856	55.2704957116259	261.523508406418	-3101.88680619714	-4852.69326730206
stderr.of.mean	0.251593956054103	0.198268335393895	0.18249928090482	0.00040189329811969	0.000389706918930826	0.000358223283416114	0.000412569152569952	0.000341955045297444	0.000286700932597753	0.00023703800543356	5.1870119630568e-05	0.00636437350477524	0.00193951891216287	0.00118800193856956	0.000594000969284775	9.54450314514457e-06	0.0172450379918539	0.0430260610161373	0.207874634409355	0.142080442236023	0.173849461559621
stdev	10.2159539688728	8.41181176897611	6.23293049978217	0.0170508859535214	0.0165338617515557	0.0143281797417308	0.01735920038873	0.0138276214516477	0.0121636885396298	0.0100566693105047	0.00202011721947717	0.243681262767919	0.0815115585414223	0.0423492324122218	0.0211746162061109	0.000350923197033373	0.643158711779302	1.79737242105543	7.51236234683722	6.02796172050331	7.37580685222424
variance	104.365715494128	70.758577236685	38.8494226151148	0.000290732711799994	0.000273368584419557	0.000205296734711344	0.000301341838136084	0.000191203115010068	0.000147955318889122	0.000101136597620848	4.08087358042819e-06	0.0593805578241678	0.00664413417585171	0.00179345748590438	0.000448364371476094	1.23147090216123e-07	0.413653128537611	3.23054761997066	56.4355880301776	36.3363225038532	54.402526721318
median	-8319.97198557889	-7954.33430726635	-365.242922807978	0.261535372705395	0.266368841336507	0.181805834003798	0.290582483793647	0.603224270334947	0.237829365340418	0.150461950541593	0.00742660635935864	2.5683164930645	0.922612524995446	1.14623896393412	0.92688051803294	0.00880581242630806	6.36370911290108	55.1666679609239	261.04814411759	-3101.6147012196	-4852.19353590065
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.261066257686794	0.265574565865573	0.181315441121662	0.289883285448454	0.603410800288157	0.23792930633847	0.150261677072083	0.0073263553368926	2.56937563744778	0.92256479610904	1.1473798651809	0.925678218968847	0.00880763819713528	6.37609970115354	55.2414112539272	261.41615717025	NaN	NaN
HPD95.lower	-8339.89217321985	-7970.45782180875	-378.610459983745	0.227749045531576	0.233467839778519	0.153592101684587	0.257845018883281	0.576402524220427	0.214743808087041	0.13191344175547	0.00411752241709725	2.1505605628888	0.765824065258631	1.06722168123011	0.884878781236924	0.0081514234831599	5.16229791931989	51.4892294172245	246.516560471614	-3113.33369470014	-4868.00776605399
HPD95.upper	-8300.55134497356	-7937.50091648446	-354.682170405554	0.294000811098976	0.297002259526869	0.209392111728763	0.324108594222344	0.630681936662224	0.260807143419228	0.171124051824199	0.0115641887884877	3.09281574239079	1.07889123278919	1.23024243752615	0.966389159384948	0.00948365262458471	7.67179435498386	58.513777918066	275.73168929788	-3090.12490941387	-4839.11311612546
ACT	27293.2298685119	25000	38578.9253845608	25000	25000	28127.9420298945	25418.2971659589	27520.4447419537	25000	25000	29668.3735032869	30695.8330990629	25477.8057986291	35412.4188441169	35412.4188441161	33288.5498188167	32352.2416165403	25786.9162703936	34455.7987449776	25000	25000
ESS	1649.67650281454	1801	1167.08797746914	1801	1801	1600.72144461003	1771.36177557555	1636.05640905074	1801	1801	1517.60931535434	1466.81146768988	1767.22439741741	1271.44661307088	1271.44661307091	1352.56718136003	1391.71191083652	1746.04049308889	1306.74666210032	1801	1801
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
