trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	psi.height	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-4930.33048714596	-4429.86437165247	-500.466115493488	0.235572882874793	0.15433942120106	0.182345924708265	0.427741771215882	0.188705391538467	0.379471893581177	0.136942514857597	0.294880200022756	0.518931477080247	0.144492479522014	0.09815032647657	0.23842571692117	3.14138096357336	3.03627878084238	3.06461861168868	1.8713781723982	0.475033433486689	0.657737813983671	0.00210106140823179	65.1481912755069	-2344.66338831549	-947.038392647396	-1138.16259068959
stderr.of.mean	0.309663097004688	0.205562418352524	0.207145715208224	0.000425068627205144	0.000350082866766615	0.000443385139324798	0.000578527649830873	0.000531627356814718	0.000680740490813443	0.000478258440248372	0.000603531337336756	0.000639893283044905	0.00044332954706113	0.000342068937325365	0.000533195982697045	0.00709750415267772	0.0374300465440066	0.0382365646816167	0.00153272391503017	0.00111473070395631	0.00131062034750086	3.31422208246721e-06	0.08483088142013	0.184490936741884	0.101116227683372	0.105106153727331
stdev	10.4896884066833	7.69710307138065	6.566701743785	0.0180341317429392	0.0141315321237617	0.0161548876638355	0.0219654548821704	0.022555035063362	0.0279111781050034	0.0202907840442649	0.0256056621258723	0.0271483685910425	0.0183682156311124	0.0145127536733395	0.022621586213004	0.28027042865145	1.58802213881851	1.62223980019325	0.0650279584050967	0.0458140162745617	0.0551357675870009	0.000118156559693801	3.24255436112418	6.7800333278707	3.76154732515947	4.45927575454189
variance	110.033562869306	59.2453956914574	43.121571791829	0.000325229907721686	0.000199700200164909	0.000260980395431145	0.000482481208180661	0.000508729606709488	0.000779033863209219	0.000411715917130996	0.000655649932904334	0.000737033917155103	0.000337391345471041	0.000210620019183029	0.000511736162792372	0.0785515131764676	2.52181431337771	2.63166196933102	0.00422863537433499	0.0020989240872058	0.00303995286740778	1.39609725986748e-08	10.5141587848454	45.9688519270374	14.1492382794144	19.8851402550451
median	-4930.13295966578	-4429.42004137807	-499.861339831147	0.234803592194856	0.153962318450417	0.181999186850633	0.427939062617152	0.187614800517313	0.379481096175731	0.136152866206243	0.294199198312668	0.518800834250127	0.144263804016364	0.0976117183493462	0.238169685229077	3.12996745737094	2.68798902058094	2.7185750986984	1.87349427027923	0.475158515050553	0.656694866283845	0.00209930694587398	64.9767591868975	-2344.20151241546	-946.906100217797	-1138.04536795104
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.234882921356295	0.15369376080211	0.181631071497843	0.427177570803972	0.187359405777093	0.37844153226401	0.135426908842494	0.293766527332637	0.518219944415927	0.143316911774014	0.0970850927285902	0.237350845441032	3.12900127672657	2.69303964113137	2.71298940623317	1.87024450592629	0.472819155290935	0.655424976071249	0.00209773809777553	65.0681582003841	NaN	NaN	NaN
HPD95.lower	-4949.80811039442	-4446.25797216193	-513.703353678143	0.202572554533768	0.12547155467204	0.151065546801616	0.383914304782817	0.146889290041503	0.323912848026342	0.0972479480276053	0.248082741252045	0.465041233014837	0.109864046206452	0.0716211218515853	0.198178514660868	2.6267642932287	0.739217487013895	0.600648053830913	1.74237315647409	0.380912845141118	0.550211968789906	0.00185941473871431	59.3344575892252	-2358.51211484981	-954.228465111931	-1146.96405767685
HPD95.upper	-4908.98719339009	-4416.53397708159	-488.657277729903	0.272710896011649	0.181213079899801	0.212893132203977	0.468199953126191	0.23299960860053	0.429237603485511	0.175783877158443	0.347327541711453	0.571833240096753	0.180619542018411	0.127439357840806	0.28572342370479	3.69848853077097	6.08823086171947	6.0520156888288	1.99222932428833	0.559764456229764	0.767688919371944	0.0023222818771011	72.1283292485831	-2332.69868746553	-939.864355806801	-1129.79047433516
ACT	15686.5017172868	12838.2315194076	17911.4067842343	10000	11046.7769294372	13558.9716381516	12486.4852507805	10000	10707.2810367241	10000	10000	10000	10485.5638028285	10000	10000	11543.2772333142	10000	10000	10000	10656.523975805	10170.8988003304	14161.8473780692	12319.8607360456	13327.8097786012	13007.1164665809	10000
ESS	1148.12087006963	1402.84119138794	1005.50449313967	1801	1630.33979187244	1328.27182478384	1442.3594501002	1801	1682.03299588653	1801	1801	1801	1717.59958154485	1801	1801	1560.21549478363	1801	1801	1801	1690.04452492113	1770.73829496907	1271.72674010666	1461.86717413989	1351.30980252407	1384.62664236712	1801
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07
log.every	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
