trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	psi.height	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-14059.5189978367	-13560.4325720848	-499.08642575196	0.105538443068166	0.206800537409557	0.379537437484529	0.30812358203775	0.320998655632294	0.148265547632988	0.155265411231548	0.375470385503171	0.0863385681832747	0.3998127066705	0.10793804083737	0.405910684308854	2.64728676711101	3.13214552640555	3.04634916218317	0.404510000374924	1.31020209636915	1.28245223659105	0.0103111282760452	52.8731426539358	-2494.11869942193	-5792.92247771881	-5273.39139494401
stderr.of.mean	0.304677726560312	0.222741750627441	0.210842605570385	0.000285681697072052	0.000372490397623542	0.000495632247022902	0.000474209894407971	0.000321475114657596	0.000212203764500286	0.00023233527324247	0.000334948909335755	0.000199099559810494	0.00033456488180861	0.000224211173697826	0.000351886593763685	0.00327675887412876	0.0431540618423063	0.0388815099571903	0.000490705975639504	0.000730518477800823	0.000724245953033601	1.21351755799552e-05	0.0301917036343949	0.0999316092974196	0.194529486712786	0.16173067456875
stdev	9.94286516156289	8.82471862403636	4.5548831753962	0.0121204460451921	0.0158034267263878	0.0210278921256314	0.0201190188177104	0.0136390319086372	0.0090030418629293	0.00962243805836379	0.0142106765155349	0.00844707762883374	0.0141943836099328	0.00951247301239708	0.0142149943382479	0.117143493481421	1.63351963310839	1.64960250664174	0.0208188881638151	0.0309932693831891	0.0307271487363734	0.00031302172593086	0.98774447013245	4.14089777149115	6.75017594107848	6.56204723997114
variance	98.8605676210209	77.8756587934142	20.7469607415074	0.000146905212334413	0.000249748296296309	0.000442172247247189	0.000404774918187387	0.000186023191404823	8.10547627856574e-05	9.25913141870479e-05	0.000201943327029174	7.13531204675435e-05	0.00020148052606593	9.04871428115828e-05	0.00020206606403642	0.0137225980650318	2.66838639175056	2.72118842991873	0.000433426104377442	0.000960582747058929	0.000944157669467211	9.79826009047346e-08	0.975639138277234	17.1470343539404	45.5648752355147	43.0604639796129
median	-14058.9047651729	-13559.8654717611	-498.912901914386	0.105332906988215	0.206695454814385	0.379153988563767	0.307211647659	0.321093262024387	0.148098411591846	0.155234240952158	0.375466109774502	0.0858402359370216	0.400009059246473	0.107495324498792	0.405854514358646	2.6434523637516	2.77530053269199	2.69028905814769	0.404782289196721	1.31079073580373	1.28224286332362	0.0103114137249907	52.8492163400056	-2493.89559191004	-5792.81833982316	-5273.32510555811
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.10484083377309	0.206192474509135	0.378955281192692	0.307465437298447	0.320708806055333	0.147992026581503	0.154967845639695	0.375200796559512	0.0859261409921893	0.399560548939476	0.107518526340404	0.405661881775601	2.64469829602237	2.7841602432664	2.68425287401008	0.403975825109739	1.30983540256941	1.28208413499905	0.0103063737348672	52.8639407606458	NaN	NaN	NaN
HPD95.lower	-14079.0370932202	-13579.2956738913	-507.998559738948	0.0819558604892833	0.176035627797275	0.341024165854343	0.271626112527271	0.295405722536113	0.130188158205844	0.136327210496187	0.349265122049643	0.0704116786099389	0.372802761723087	0.0900416451559592	0.377646016977985	2.42077418153831	0.840050222753839	0.729812493505629	0.365968318791988	1.25034222365102	1.22404817097625	0.00971126888078821	50.9568417495439	-2501.60428786889	-5806.25892404655	-5286.75711344389
HPD95.upper	-14040.2271973117	-13544.6234376474	-490.475625432931	0.128296414059519	0.237590718419461	0.423890337467359	0.34928879284048	0.347898000905341	0.165910127918923	0.173690483614748	0.405250435406344	0.103276256388486	0.426509857664872	0.126427068624167	0.433204347545487	2.8791616427926	6.12979344296083	6.18218950875585	0.446816063636633	1.37092144131498	1.34504884789226	0.0109240003690975	54.779722124035	-2485.63371057041	-5780.16066746338	-5260.66025449584
ACT	16901.7114873009	11467.6358789173	38568.6675184117	10000	10000	10000	10000	10000	10000	10493.7912817374	10000	10000	10000	10000	11030.2265270884	14083.9669265643	12562.2378829703	10000	10000	10000	10000	27053.0064706734	16817.3822906649	10483.0852071512	14949.0318553671	10933.9847021534
ESS	1065.57256130728	1570.50678885877	466.95935220999	1801	1801	1801	1801	1801	1801	1716.25292675139	1801	1801	1801	1801	1632.78604983954	1278.75903812517	1433.66175420184	1801	1801	1801	1801	665.730074013163	1070.91577563752	1718.00568669556	1204.76029312453	1647.15796579202
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07
log.every	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
