trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	pi_2.A	pi_2.C	pi_2.G	pi_2.T	kappa.1	kappa.2	kappa.3	r_0	r_1	r_2	mu	psi.height	sim_0.treeLikelihood	sim_1.treeLikelihood	sim_2.treeLikelihood
mean	-13319.5151765955	-12801.2829191387	-518.232257456803	0.229179604641174	0.37946901792935	0.109226662325103	0.282124715104372	0.0587650921288563	0.671690290069025	0.114575120434162	0.154969497367953	0.20562106831283	0.217182996420674	0.0762229888715258	0.500972946394974	3.24436985906554	3.05625753788007	3.04786233047455	1.04142166422495	1.41721940665963	0.541556175135546	0.00837452936578952	66.7282477894266	-4720.52637659377	-5193.22695540037	-2887.5295871446
stderr.of.mean	0.281641834475224	0.226014633099318	0.19709426963231	0.000319979139049142	0.000349342960797716	0.000233759546692574	0.000320545811560814	0.000137478579639223	0.000310908295319447	0.000230033915877753	0.000196497139677637	0.000400674892463039	0.000342273032722713	0.000237097616016918	0.000443922643743855	0.00460057105493403	0.0384945216727693	0.0387388679639211	0.00072912540836342	0.00081195111407366	0.000578024099280738	8.77232489688069e-06	0.0770943307785841	0.188628336980828	0.17654362564032	0.124962396859249
stdev	9.89500527119605	8.68601676730487	5.14032127517339	0.0135755630485981	0.014821364305143	0.00944005655093714	0.0135996049234308	0.00583272125573586	0.0123353453063906	0.00896766354792898	0.00771631872079904	0.016818884108988	0.0145214127063716	0.00971515394421384	0.0188340397963241	0.158686463607611	1.62491400813142	1.64355072033231	0.0309341664615589	0.0344481630091317	0.0245234818329505	0.000271711491911674	2.89444021089714	6.82824693178424	7.31017677807956	4.88789131520616
variance	97.9111293169976	75.4468872819014	26.4229028120002	0.000184295912086463	0.000219672839865767	8.91146676848912e-05	0.000184949254073404	3.40206372471129e-05	0.000152160743827892	8.04189895088541e-05	5.95415746009538e-05	0.000282874862671569	0.000210871426988772	9.43842161597737e-05	0.000354721055049521	0.0251813937322896	2.64034553382171	2.70125897030485	0.000956922654671433	0.00118667593470371	0.000601401161211056	7.38271348368675e-08	8.37778413445827	46.6249561614209	53.4386845267736	23.8914815092678
median	-13319.1309450837	-12800.8130928875	-517.95593525674	0.228670791868726	0.379614192409848	0.109045480328175	0.281935828231056	0.0586735953946845	0.671589098228781	0.114584057552787	0.154825608477814	0.205268846564229	0.216697070955206	0.0757610748807103	0.50103480885984	3.24128170151255	2.68970095704164	2.66096646360755	1.04122279866995	1.41673759245079	0.541322317429933	0.00837710584782137	66.656251340622	-4720.4725045851	-5193.10617858087	-2887.32798861349
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.228779378158307	0.379179671518506	0.108819687661312	0.281797030955854	0.0584765367210515	0.671577049306645	0.114222652544722	0.15477706054027	0.204934387789706	0.216697690408463	0.0756048759925518	0.50061803368548	3.24048993531114	2.69818712627633	2.68274615753031	1.04096229673936	1.41680094631895	0.541000504016082	0.00837012145069609	66.665914087955	NaN	NaN	NaN
HPD95.lower	-13339.9549275072	-12818.6148883164	-528.601397791625	0.203457979146727	0.351631160739454	0.0917769219021664	0.255700658786764	0.0483081658270943	0.647558711541091	0.0968391453934106	0.141012437877085	0.173571192478482	0.188796353990605	0.0568399459310846	0.466118848200355	2.93924152181526	0.757776641849573	0.676965430258488	0.982840611777615	1.35100655132459	0.494968304557839	0.00786428338453045	61.223510258439	-4733.70090937278	-5207.42589590177	-2896.82718881841
HPD95.upper	-13300.9718377344	-12784.5397785921	-508.520504008703	0.255136826558135	0.409533622163192	0.128976551874341	0.309325653390053	0.0705775900582144	0.69586729010893	0.131479626792867	0.170798982918094	0.23798314020516	0.245108269025667	0.0942412956543324	0.539360500968415	3.55011505089087	6.25403355500065	6.35961479911844	1.1015400798473	1.48663071365773	0.588134882400199	0.00892667664995922	72.4484341982765	-4707.20529868273	-5179.72768680402	-2877.80044800829
ACT	14582.5891495659	12187.2062332069	26463.0464471367	10000	10000	11037.2757261612	10000	10000	11434.952570408	11843.9756084291	11672.5171676848	10215.5622133487	10000	10720.8043912373	10000	15129.2044845668	10102.0487677192	10000	10000	10000	10000	18762.2869189771	12769.9174806721	13736.2379780297	10498.3414803452	11764.8930417387
ESS	1235.03445206342	1477.77921004796	680.571680814501	1801	1801	1631.74323509121	1801	1801	1574.99560134663	1520.60427979796	1542.94054498035	1762.99645813583	1801	1679.91125877836	1801	1190.41288776101	1782.80667754747	1801	1801	1801	1801	959.904305790345	1410.34584031252	1311.1304586311	1715.50906719104	1530.82564678704
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07	2e+07
log.every	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
